millis,x_1,y_1,z_1,x_2,y_2,z_2
102379,9.12,-0.44,4.73,2.91,-8.49,3.00
102419,9.31,-0.41,4.49,3.03,-8.75,3.13
102454,9.02,-0.43,4.59,4.80,-8.18,3.49
102489,9.23,-0.35,4.51,3.17,-8.98,2.33
102524,9.17,-0.53,4.94,2.29,-10.00,2.85
102564,9.29,-0.50,4.61,4.36,-7.94,3.15
102599,9.23,-0.50,4.63,5.74,-6.77,3.73
102634,9.14,-0.49,4.65,1.92,-10.59,1.18
102674,9.23,-0.27,4.78,2.57,-10.96,3.52
102709,9.22,-0.33,4.70,5.24,-6.32,3.03
102744,9.38,-0.25,4.54,5.32,-8.77,3.95
102779,8.92,-0.56,4.87,3.07,-9.59,2.79
102819,9.20,-0.42,4.65,1.78,-7.53,2.49
102854,9.13,-0.47,4.54,3.62,-6.61,4.56
102889,8.96,-0.59,4.72,4.65,-9.14,2.72
102929,9.31,-0.26,4.41,4.56,-11.15,4.19
102964,9.00,-0.74,4.92,7.37,-3.96,4.41
102999,9.12,-0.44,4.38,4.22,-7.65,2.45
103034,9.15,-0.37,4.62,3.93,-8.13,2.33
103074,9.14,-0.50,4.98,2.26,-9.42,1.95
103109,9.50,-0.14,4.49,4.29,-9.67,3.26
103144,9.15,-0.53,4.72,4.55,-9.29,3.68
103184,9.26,-0.36,4.56,4.22,-8.71,3.91
103219,9.22,-0.35,4.98,2.88,-9.16,3.86
103255,9.13,-0.48,4.89,3.45,-8.47,3.26
103289,9.29,-0.51,4.43,2.49,-9.20,3.61
103329,9.13,-0.47,4.50,2.91,-9.05,3.34
103364,9.23,-0.43,4.60,3.38,-8.78,3.29
103399,9.11,-0.42,4.86,3.10,-8.77,3.36
103439,9.17,-0.52,4.60,3.12,-8.95,3.63
103474,9.48,-0.31,4.61,8.93,-12.26,6.00
103510,8.93,-0.66,4.77,1.61,-4.56,2.98
103544,9.15,-0.40,4.80,1.26,-5.00,3.61
103584,8.84,0.13,4.73,-1.27,-9.55,2.64
103619,8.94,-0.42,5.05,3.13,-8.66,3.28
103654,9.28,-0.37,4.45,2.50,-9.97,2.15
103694,9.08,-0.36,4.75,4.56,-6.91,4.73
103729,9.10,-0.33,4.76,3.07,-6.03,3.83
103764,9.03,-0.45,4.76,2.44,-5.52,3.29
103799,8.91,-0.43,5.01,4.69,-7.31,2.67
103839,8.86,-0.40,5.05,3.84,-8.45,2.37
103874,8.97,-0.51,4.81,4.23,-8.24,3.11
103909,9.08,-0.52,4.82,2.71,-8.98,3.00
103945,9.24,-0.34,4.48,3.86,-8.80,3.20
103984,9.29,-0.30,4.47,3.63,-7.66,4.17
104019,9.12,-0.56,4.63,3.27,-8.91,3.25
104054,9.25,-0.47,4.79,3.25,-8.67,3.63
104094,9.10,-0.52,4.81,3.48,-8.75,2.79
104129,9.12,-0.39,4.35,3.39,-9.37,0.09
104164,9.03,-0.59,4.80,3.21,-7.23,3.60
104199,9.55,-0.26,4.35,3.10,-7.87,2.87
104239,9.23,-0.92,4.64,1.30,-7.54,-1.42
104274,9.25,-0.23,4.75,3.48,-8.79,1.40
104309,9.10,-0.41,4.79,3.05,-9.73,1.86
104345,9.53,-0.26,4.48,5.58,-7.63,3.79
104384,8.99,-0.56,4.71,4.03,-6.66,3.95
104419,9.28,-0.41,4.66,2.25,-10.75,2.16
104454,9.19,-0.47,4.59,2.15,-9.47,2.96
104494,9.23,-0.48,4.52,6.06,-7.80,4.39
104529,9.30,-0.52,4.89,7.54,-12.05,5.81
104564,9.26,-0.36,4.34,2.58,-9.61,1.86
104599,9.04,-0.48,4.71,3.18,-12.32,2.43
104639,9.22,-0.55,4.95,2.09,-4.62,4.04
104674,9.32,-0.53,4.82,2.19,-7.34,3.32
104709,9.21,-0.31,4.30,4.31,-9.05,4.49
104745,9.32,-0.64,4.62,10.51,-12.96,3.69
104784,9.21,-0.38,4.64,2.30,-3.35,1.61
104819,9.14,-0.48,4.60,2.65,-6.10,3.18
104854,9.26,-0.47,4.55,8.29,-16.34,4.91
104894,9.15,-0.32,4.58,9.01,-8.68,7.49
104929,8.93,-0.44,4.72,0.83,-0.64,5.37
104964,8.97,-0.38,4.51,4.11,-6.23,3.10
104999,9.03,-0.44,4.80,1.30,-9.75,3.83
105039,8.89,-0.58,4.66,5.33,-8.59,3.06
105074,9.21,-0.04,4.58,5.63,-8.49,2.93
105109,8.53,-1.00,5.03,2.58,-6.52,3.16
105148,9.34,-0.26,4.23,9.48,-16.93,1.19
105184,8.97,-0.71,4.79,2.53,-6.22,2.61
105219,9.37,-0.37,4.47,1.72,-5.09,3.69
105254,9.12,-0.43,4.80,-0.96,-8.75,4.63
105294,9.12,-0.41,4.77,5.82,-7.07,5.62
105329,9.01,-0.53,4.47,1.60,-2.84,0.70
105364,9.24,-0.18,4.68,3.69,-8.24,1.25
105404,9.54,-0.54,4.30,4.96,-8.66,4.92
105439,8.79,-0.84,4.79,5.12,-14.25,1.44
105474,9.19,-0.47,4.30,0.59,-4.34,3.58
105509,8.88,-0.97,5.26,3.59,-7.03,3.87
105549,9.50,-0.25,4.31,3.41,-9.32,2.70
105584,8.94,-0.77,4.97,3.38,-7.95,4.09
105619,9.19,-0.32,4.58,2.56,-4.33,3.26
105659,9.25,-0.36,4.80,2.92,-7.81,2.68
105694,9.37,-0.42,4.24,3.62,-9.45,3.02
105729,9.33,-0.17,4.36,3.41,-7.25,3.79
105764,9.20,-0.32,4.92,2.42,-6.16,3.23
105804,9.25,-0.25,4.60,4.19,-9.09,3.17
105839,8.93,-0.69,4.62,10.28,-17.73,2.65
105874,9.34,-0.51,4.12,-0.43,-3.39,5.91
105914,8.90,-0.74,4.77,2.43,-6.50,3.38
105949,9.08,-0.44,4.68,3.84,-8.48,2.47
105985,9.14,-0.43,4.61,5.83,-12.25,3.59
106019,9.29,-0.34,4.54,2.22,-6.56,3.32
106059,9.16,-0.45,4.82,2.23,-5.93,3.46
106094,9.32,-0.42,4.74,4.37,-11.25,2.33
106129,9.13,-0.52,4.92,4.05,-8.12,3.23
106169,8.97,-0.61,4.66,3.05,-6.76,3.77
106204,9.25,-0.34,4.35,3.86,-9.10,3.41
106240,9.11,-0.47,4.86,1.71,-11.06,2.25
106274,9.35,0.00,4.81,3.68,-4.58,5.43
106314,9.24,-0.54,4.99,2.37,-4.10,2.74
106349,9.19,-0.27,4.31,3.87,-7.67,2.54
106384,9.44,-0.77,4.28,2.58,-10.93,5.00
106424,9.25,-0.49,4.84,2.26,-10.42,2.79
106459,9.39,-0.37,4.75,4.88,-7.98,2.84
106494,8.98,-0.66,4.95,4.82,-7.68,2.64
106529,9.38,-0.29,4.36,2.06,-6.04,2.81
106569,9.17,-0.67,4.83,1.82,-5.97,0.82
106604,9.36,0.04,4.78,2.70,-7.84,2.66
106639,8.80,-0.76,5.22,3.12,-9.18,2.93
106675,9.39,-0.12,4.20,2.78,-6.78,3.50
106714,8.83,-0.79,5.13,3.09,-6.40,3.56
106749,9.37,-0.35,4.31,5.77,-10.66,2.30
106784,9.14,-0.50,4.86,3.30,-9.41,3.53
106824,9.39,-0.25,4.68,2.05,-10.41,2.94
106859,9.35,-0.33,4.69,2.43,-5.02,3.75
106894,9.31,-0.26,4.64,3.19,-6.20,3.58
106929,8.80,-0.76,4.97,2.53,-9.13,4.06
106969,9.01,-0.47,4.81,2.24,-10.40,2.94
107004,9.48,-0.13,4.76,2.55,-4.08,4.38
107039,9.07,-0.52,4.82,2.43,-6.81,3.33
107075,9.16,-0.33,4.44,5.65,-15.31,1.91
107114,8.93,-0.44,5.01,1.69,-3.66,4.13
107149,9.13,-0.42,5.11,1.43,-4.49,3.35
107184,9.09,-0.26,5.17,8.89,-11.79,6.11
107225,9.46,-0.44,4.19,2.87,-9.87,3.92
107259,9.41,-0.21,4.54,7.05,-13.80,3.15
107294,9.07,-0.54,4.60,2.14,-6.26,3.33
107329,9.07,-0.40,4.85,2.50,-5.43,3.37
107369,9.17,-0.69,4.91,2.58,-11.48,8.03
107404,9.25,-0.56,4.61,8.38,-10.47,4.43
107439,8.85,-0.71,4.77,3.10,-4.58,2.53
107479,8.97,-0.46,4.82,3.47,-8.04,3.06
107514,9.33,-0.37,4.50,4.68,-11.81,2.79
107549,9.09,-0.39,4.91,3.56,-6.86,3.48
107584,9.25,-0.38,4.57,2.68,-6.39,3.42
107624,9.10,-0.39,4.32,4.71,-10.01,1.75
107659,9.15,-0.35,4.91,10.07,-15.09,1.88
107694,9.18,-0.63,4.97,1.45,-4.88,3.76
107729,9.27,-0.48,4.93,1.00,-5.22,3.40
107769,8.37,-0.75,4.41,1.12,-5.26,-3.32
107804,8.67,-0.48,5.04,0.11,-12.53,1.60
107839,9.29,-0.20,4.48,6.73,-7.31,7.48
107879,8.77,-0.80,5.10,3.92,-3.17,2.54
107914,9.38,-0.25,4.29,2.16,-5.24,1.33
107949,8.84,-0.05,5.63,-1.12,-2.12,2.07
107984,8.83,-0.42,4.98,5.18,-19.76,0.85
108024,8.87,-0.76,5.41,1.78,-3.27,0.48
108059,9.47,-0.27,4.76,4.27,-7.33,4.39
108094,9.10,-0.44,4.82,1.69,-12.24,11.67
108134,8.71,-0.40,4.78,-1.42,-12.09,-2.32
108169,9.39,-0.15,4.55,2.64,-5.64,4.39
108204,9.09,-0.41,4.62,3.98,-6.81,4.14
108239,9.21,-0.28,4.43,1.86,-8.73,6.63
108279,9.26,-0.48,4.84,1.75,-14.62,0.05
108314,9.24,-0.63,4.67,0.50,-2.46,2.02
108349,9.50,-0.25,4.62,13.12,-17.30,4.73
108389,9.15,-0.23,4.76,2.34,-7.51,2.29
108424,8.86,-0.76,4.99,3.99,-11.30,0.86
108460,9.30,-0.36,4.68,1.52,-4.31,4.26
108494,9.32,-0.36,4.84,3.21,-7.25,4.14
108534,9.45,-0.61,4.66,0.77,-8.88,0.21
108569,9.00,-0.52,4.57,8.23,-7.06,7.61
108605,9.00,-0.70,4.49,1.24,-1.19,2.65
108644,9.14,-0.46,4.52,3.94,-14.10,1.77
108679,8.92,-0.39,4.85,2.11,-7.46,2.05
108715,8.95,-0.53,5.07,3.68,-8.76,3.20
108749,9.30,-0.30,4.46,3.19,-8.76,3.74
108789,8.99,-0.43,4.82,3.55,-8.67,3.16
108824,9.28,-0.39,4.69,3.23,-9.15,3.60
108859,9.16,-0.56,4.93,3.18,-8.56,3.35
108899,9.18,-0.53,4.65,3.33,-8.85,3.86
108934,9.06,-0.56,4.89,3.45,-8.72,3.90
108969,9.34,-0.34,4.71,3.39,-8.88,3.60
109005,9.06,-0.59,5.11,3.31,-8.67,3.43
109044,9.37,-0.34,4.74,3.32,-8.66,3.50
109079,9.21,-0.68,4.76,3.43,-8.79,3.20
109114,9.10,-0.50,4.86,3.42,-8.68,3.48
109154,9.10,-0.40,4.82,3.31,-8.81,3.55
109189,9.24,-0.32,4.64,3.14,-8.66,3.26
109224,9.02,-0.43,4.60,3.43,-8.72,3.74
109259,9.00,-0.31,4.74,3.38,-8.80,3.13
109299,9.24,-0.25,4.47,3.20,-8.72,3.13
109334,9.20,-0.41,4.78,3.05,-8.74,3.49
109369,9.16,-0.33,4.68,3.25,-8.77,3.80
109405,9.28,-0.39,4.51,3.24,-8.83,3.30
109444,9.24,-0.40,4.52,3.14,-8.84,3.51
109479,9.10,-0.38,4.81,3.17,-8.70,3.78
109514,9.23,-0.30,4.62,3.37,-8.82,3.61
109554,9.05,-0.51,4.70,3.27,-8.74,3.64
109589,9.10,-0.39,4.46,3.26,-8.72,3.52
109624,9.28,-0.39,4.85,3.15,-8.82,3.65
109659,9.20,-0.37,4.72,3.31,-8.81,3.49
109699,9.17,-0.42,4.64,3.26,-8.83,3.81
109734,9.08,-0.43,4.85,3.28,-8.68,3.62
109769,9.20,-0.47,4.45,3.13,-8.82,3.84
109808,9.09,-0.40,4.65,3.19,-8.86,3.48
109844,9.06,-0.46,4.71,3.22,-8.74,3.70
109879,9.15,-0.40,4.80,3.13,-8.76,3.27
109914,9.12,-0.39,4.81,3.23,-8.71,3.26
109955,9.20,-0.47,4.73,3.29,-8.74,3.45
109989,9.03,-0.35,4.43,3.19,-8.88,3.70
110024,9.22,-0.38,4.60,3.22,-8.83,3.62
110059,9.21,-0.39,4.77,3.12,-8.76,3.48
110099,9.02,-0.34,4.66,3.20,-8.78,3.37
110134,9.22,-0.41,4.81,3.05,-8.78,3.38
110169,9.13,-0.39,4.68,3.25,-8.79,3.59
110209,9.12,-0.46,4.50,3.15,-8.73,3.50
110244,9.10,-0.41,4.63,3.30,-8.88,3.34
110279,9.17,-0.42,4.32,3.25,-8.72,3.58
110314,9.17,-0.39,4.67,3.10,-8.76,3.45
110354,9.25,-0.44,4.83,3.04,-8.78,3.50
110389,9.15,-0.35,4.69,3.24,-8.79,3.26
110424,9.28,-0.35,4.74,3.26,-8.74,3.54
110459,9.08,-0.45,4.77,3.17,-8.88,3.48
110499,9.15,-0.46,4.84,3.24,-8.75,3.43
110534,9.08,-0.35,4.79,3.20,-8.76,3.33
110569,9.22,-0.42,4.53,3.41,-8.72,3.43
110609,9.24,-0.40,4.55,3.29,-8.82,3.62
110644,9.13,-0.39,4.30,3.23,-8.86,3.48
110679,9.08,-0.47,4.32,3.28,-8.87,3.38
110714,9.30,-0.44,4.72,3.20,-8.81,3.61
110754,9.31,-0.38,4.59,3.15,-8.73,3.60
110789,9.30,-0.43,4.78,3.05,-8.86,3.49
110824,9.17,-0.46,4.61,3.04,-8.79,3.26
110864,9.30,-0.42,4.59,3.21,-8.78,3.60
110899,9.05,-0.49,4.42,2.99,-8.78,3.50
110935,9.09,-0.44,4.49,3.30,-8.79,3.52
110969,9.22,-0.34,4.83,3.31,-8.79,3.41
111009,9.17,-0.35,4.79,3.11,-8.76,3.56
111044,9.22,-0.40,4.44,3.22,-8.81,3.37
111079,9.30,-0.44,4.51,3.12,-8.71,3.75
111119,9.16,-0.38,4.54,3.26,-8.79,3.48
111154,9.25,-0.45,4.60,3.24,-8.77,3.29
111190,9.28,-0.37,4.49,3.17,-8.88,3.41
111224,9.17,-0.35,4.73,3.16,-8.75,3.45
111264,9.14,-0.38,4.89,3.06,-8.88,3.52
111299,9.14,-0.41,4.83,3.26,-8.77,3.35
111335,9.19,-0.39,4.76,3.22,-8.84,3.56
111374,9.24,-0.47,4.94,3.01,-8.83,3.74
111409,9.07,-0.33,4.61,3.14,-8.88,3.42
111444,9.26,-0.39,4.53,3.16,-8.82,3.57
111479,9.19,-0.40,5.09,3.28,-8.79,3.53
111519,9.16,-0.47,4.66,3.17,-8.75,3.43
111554,9.18,-0.41,4.83,2.94,-8.85,3.46
111589,9.21,-0.35,4.77,3.08,-8.75,3.80
111629,9.20,-0.42,4.89,3.16,-8.82,3.46
111664,9.06,-0.42,4.75,3.28,-8.84,3.55
111699,9.11,-0.37,4.83,3.16,-8.71,3.61
111735,9.21,-0.46,4.65,3.19,-8.85,3.48
111774,9.22,-0.41,4.55,3.30,-8.73,3.55
111809,9.22,-0.42,4.58,3.13,-8.82,3.79
111844,9.24,-0.35,4.78,3.07,-8.79,3.45
111884,9.18,-0.45,4.81,3.27,-8.79,3.35
111919,9.18,-0.40,4.62,3.24,-8.84,3.46
111954,9.22,-0.31,4.79,3.06,-8.79,3.59
111989,9.23,-0.43,4.51,3.14,-8.77,3.47
112029,9.09,-0.37,4.73,3.24,-8.82,3.65
112064,9.19,-0.42,4.83,3.01,-8.72,3.27
112099,9.28,-0.46,4.51,3.11,-8.83,3.27
112138,9.06,-0.51,4.81,3.14,-8.84,3.90
112174,9.08,-0.41,4.72,3.25,-8.86,3.64
112209,9.16,-0.42,4.90,3.03,-8.78,3.27
112244,9.16,-0.47,4.86,3.14,-8.74,3.75
112284,9.27,-0.33,4.71,3.06,-8.74,3.73
112319,9.18,-0.36,4.65,3.31,-8.86,3.69
112354,8.99,-0.52,4.61,3.21,-8.83,3.47
112389,9.16,-0.40,4.76,3.27,-8.70,3.45
112430,9.13,-0.45,4.60,3.14,-8.87,3.18
112464,9.19,-0.39,4.86,3.12,-8.73,3.45
112499,9.03,-0.57,4.57,3.19,-8.73,3.30
112538,9.13,-0.36,4.52,3.18,-8.83,3.49
112574,9.26,-0.44,4.56,3.22,-8.75,3.53
112609,9.08,-0.45,4.78,3.36,-8.83,3.27
112644,9.29,-0.31,4.69,3.08,-8.72,3.75
112685,9.20,-0.39,4.73,3.07,-8.81,3.58
112719,9.15,-0.39,4.83,3.18,-8.71,3.54
112754,9.18,-0.38,4.93,3.19,-8.85,3.49
112789,9.25,-0.44,4.55,3.16,-8.82,3.61
112829,9.08,-0.42,4.65,3.15,-8.74,3.46
112864,9.24,-0.46,4.70,3.16,-8.79,3.49
112899,9.16,-0.42,4.51,3.14,-8.72,3.41
112940,9.05,-0.39,4.50,3.09,-8.80,3.50
112974,9.15,-0.32,5.04,2.98,-8.67,3.72
113009,9.17,-0.48,4.83,3.20,-8.75,3.80
113044,9.12,-0.46,4.47,3.22,-8.84,3.46
113084,9.25,-0.33,4.78,3.08,-8.79,3.56
113119,9.17,-0.37,4.63,3.16,-8.80,3.15
113154,9.18,-0.28,4.54,3.17,-8.80,3.39
113189,9.14,-0.45,4.66,3.17,-8.90,3.57
113229,9.23,-0.49,4.82,3.14,-8.77,3.71
113264,9.11,-0.41,4.75,3.04,-8.80,3.51
113299,9.17,-0.34,4.52,3.14,-8.82,3.30
113339,9.19,-0.46,4.72,3.13,-8.78,3.82
113374,9.22,-0.38,4.55,3.26,-8.81,3.40
113409,9.20,-0.40,4.54,3.13,-8.81,3.26
113444,9.19,-0.39,4.79,3.23,-8.74,3.46
113484,9.23,-0.45,4.46,3.06,-8.81,3.34
113519,9.15,-0.31,4.55,3.06,-8.74,3.79
113554,9.20,-0.32,4.79,3.12,-8.83,3.44
113594,9.12,-0.36,4.46,3.03,-8.77,3.64
113629,9.19,-0.39,4.82,3.21,-8.86,3.64
113665,9.20,-0.51,4.55,3.25,-8.80,3.34
113699,9.32,-0.39,4.55,3.11,-8.77,3.41
113739,9.18,-0.37,4.76,3.21,-8.69,3.56
113774,9.22,-0.36,4.53,3.28,-8.82,3.35
113809,9.06,-0.38,4.68,3.23,-8.75,3.45
113849,9.22,-0.50,4.84,3.14,-8.85,3.67
113884,9.18,-0.32,4.41,3.30,-8.75,3.45
113920,9.14,-0.42,4.76,3.23,-8.79,3.81
113954,9.15,-0.39,4.52,3.15,-8.83,3.60
113994,9.19,-0.46,4.45,3.23,-8.88,3.50
114029,9.22,-0.46,4.64,3.15,-8.82,3.66
114065,9.15,-0.45,4.62,3.08,-8.76,3.47
114104,9.06,-0.37,4.74,3.04,-8.78,3.50
114139,9.20,-0.49,4.85,3.10,-8.78,3.48
114174,9.11,-0.44,4.83,3.07,-8.82,3.81
114209,9.23,-0.44,4.65,2.98,-8.73,3.55
114249,9.28,-0.44,4.82,3.14,-8.84,3.64
114284,9.16,-0.43,4.69,3.13,-8.80,3.48
114319,9.14,-0.42,4.53,3.35,-8.87,3.69
114359,9.20,-0.43,4.65,3.10,-8.79,3.45
114394,9.18,-0.34,4.53,3.16,-8.84,3.49
114429,9.30,-0.35,4.59,3.12,-8.88,3.77
114464,9.07,-0.55,4.74,3.14,-8.80,3.53
114504,9.16,-0.42,5.01,3.24,-8.79,3.54
114539,9.32,-0.39,4.62,3.09,-8.80,3.48
114574,9.04,-0.42,4.71,3.20,-8.81,3.15
114614,9.19,-0.29,4.65,3.07,-8.83,3.52
114649,9.08,-0.40,4.99,3.27,-8.69,3.42
114784,9.13,-0.41,4.71,3.07,-8.76,3.43
114919,9.22,-0.32,4.76,3.20,-8.90,3.92
114949,9.20,-0.36,4.47,3.16,-8.79,3.45
114964,9.25,-0.41,4.60,3.12,-8.84,3.50
114999,9.12,-0.39,4.53,3.06,-8.85,3.54
115034,9.24,-0.39,4.67,3.06,-8.76,3.28
115069,9.22,-0.38,4.75,3.28,-8.80,3.91
115109,9.32,-0.43,4.49,3.05,-8.72,3.51
115144,9.09,-0.47,4.72,3.19,-8.73,3.58
115179,9.18,-0.27,4.49,2.97,-8.82,3.60
115214,9.13,-0.33,4.80,3.22,-8.85,3.65
115254,9.18,-0.44,4.73,3.20,-8.88,3.41
115289,9.24,-0.45,4.75,3.18,-8.87,3.62
115324,9.19,-0.34,4.67,3.05,-8.74,3.58
115364,9.17,-0.39,4.68,3.05,-8.76,3.81
115399,9.08,-0.44,4.79,3.18,-8.79,3.28
115434,9.26,-0.46,4.52,3.21,-8.85,3.65
115469,9.11,-0.38,4.57,3.33,-8.81,3.53
115509,9.12,-0.33,4.44,3.20,-8.77,3.53
115544,9.19,-0.38,4.81,3.11,-8.75,3.37
115579,9.15,-0.48,4.65,3.09,-8.72,3.59
115614,9.25,-0.44,4.49,3.09,-8.82,3.47
115654,9.21,-0.37,4.55,3.30,-8.78,3.38
115689,9.22,-0.49,4.92,3.25,-8.76,3.40
115724,9.17,-0.37,4.73,3.25,-8.88,3.28
115764,9.16,-0.37,4.79,3.17,-8.76,3.28
115800,9.27,-0.41,4.49,3.07,-8.78,3.43
115834,9.21,-0.41,4.63,3.19,-8.79,3.59
115869,9.27,-0.42,4.75,3.23,-8.80,3.72
115909,9.14,-0.43,4.34,3.15,-8.90,3.84
115944,9.21,-0.32,4.55,3.23,-8.81,3.66
115979,9.27,-0.41,4.59,3.15,-8.72,3.57
116019,9.24,-0.33,4.43,3.05,-8.82,3.67
116055,9.19,-0.26,4.67,3.10,-8.89,3.60
116089,9.29,-0.38,4.64,3.21,-8.78,3.47
116124,9.09,-0.39,4.55,3.23,-8.80,3.51
116164,9.19,-0.40,4.81,2.96,-8.77,3.35
116199,9.26,-0.47,4.72,3.02,-8.79,3.51
116234,9.23,-0.38,4.78,3.17,-8.79,3.37
116274,9.26,-0.47,4.67,3.12,-8.84,3.64
116310,9.17,-0.44,4.94,3.13,-8.84,3.68
116344,9.21,-0.33,4.79,3.19,-8.85,3.64
116379,9.10,-0.43,4.82,3.11,-8.77,3.53
116419,9.20,-0.32,4.52,3.22,-8.88,3.69
116454,9.20,-0.37,4.59,3.13,-8.84,3.38
116489,9.23,-0.45,4.81,3.03,-8.72,3.39
116529,9.16,-0.42,4.71,3.08,-8.71,3.60
116564,9.13,-0.45,4.80,3.14,-8.81,3.37
116599,9.18,-0.41,4.73,3.08,-8.74,3.53
116634,9.03,-0.43,4.46,3.07,-8.86,3.44
116674,9.26,-0.39,4.70,3.06,-8.84,3.69
116709,9.24,-0.41,4.80,3.11,-8.79,3.36
116744,9.11,-0.43,4.88,3.20,-8.88,3.64
116784,9.26,-0.40,4.84,3.10,-8.80,3.65
116819,9.28,-0.38,4.60,3.01,-8.79,3.48
116854,9.22,-0.43,4.69,3.10,-8.76,3.89
116889,9.17,-0.38,4.72,3.22,-8.70,3.61
116929,9.17,-0.36,4.54,3.17,-8.80,3.63
116964,9.23,-0.40,4.90,3.20,-8.87,3.85
116999,9.20,-0.38,4.55,3.24,-8.74,3.49
117039,9.07,-0.30,4.80,3.08,-8.77,3.65
117074,9.30,-0.34,4.55,3.22,-8.87,3.16
117109,9.21,-0.46,4.62,3.10,-8.79,3.32
117144,9.24,-0.38,4.49,2.97,-8.81,3.26
117184,9.16,-0.38,4.66,3.26,-8.82,3.41
117219,9.19,-0.36,4.74,3.11,-8.79,3.50
117254,9.20,-0.40,4.51,3.21,-8.81,3.54
117289,9.07,-0.41,4.88,3.13,-8.90,3.48
117329,9.12,-0.37,4.74,3.29,-8.88,3.68
117364,9.24,-0.33,4.83,3.04,-8.79,3.41
117399,9.29,-0.35,4.45,3.13,-8.87,3.59
117439,9.04,-0.30,4.54,3.19,-8.88,3.20
117474,9.13,-0.37,4.65,3.08,-8.80,3.38
117509,9.32,-0.40,4.46,3.12,-8.82,3.50
117544,9.20,-0.47,4.62,3.20,-8.80,3.34
117584,9.13,-0.51,4.85,3.02,-8.80,3.65
117619,9.26,-0.44,4.61,3.22,-8.83,3.40
117654,9.03,-0.48,4.62,3.27,-8.78,3.55
117694,9.24,-0.35,4.45,3.24,-8.82,3.66
117729,9.17,-0.42,4.63,3.18,-8.79,3.32
117764,9.23,-0.34,4.88,3.03,-8.86,3.62
117799,9.22,-0.30,4.42,3.05,-8.88,3.66
117839,9.13,-0.44,4.57,3.19,-8.86,3.43
117874,9.07,-0.29,4.56,3.11,-8.75,3.43
117909,8.97,-0.40,4.74,3.09,-8.74,3.65
117944,9.11,-0.47,4.85,3.02,-8.88,3.59
117984,9.25,-0.37,4.75,3.19,-8.78,3.47
118019,9.20,-0.35,4.68,3.09,-8.86,3.37
118054,9.17,-0.34,4.87,3.05,-8.82,3.58
118094,9.14,-0.39,4.78,3.30,-8.88,3.62
118129,9.12,-0.44,4.51,3.13,-8.85,3.28
118164,9.25,-0.31,4.89,3.11,-8.86,3.96
118199,9.29,-0.46,4.78,3.05,-8.88,3.62
118239,9.22,-0.43,4.36,3.14,-8.95,3.30
118274,9.07,-0.33,4.69,3.20,-8.86,3.55
118309,9.19,-0.35,4.46,2.94,-8.79,3.40
118344,9.22,-0.39,4.62,2.88,-8.74,3.53
118384,9.16,-0.27,4.54,3.08,-8.75,3.65
118420,9.13,-0.48,4.64,3.14,-8.83,3.56
118454,9.21,-0.50,4.69,3.27,-8.90,3.39
118494,9.21,-0.40,4.69,3.07,-8.88,3.68
118530,9.26,-0.38,4.80,3.12,-8.88,3.61
118564,9.05,-0.35,4.46,3.13,-8.88,3.63
118599,9.08,-0.38,4.83,2.98,-8.75,3.48
118639,9.23,-0.31,4.61,3.20,-8.82,3.31
118674,9.16,-0.41,4.55,3.11,-8.86,3.71
118709,9.08,-0.42,4.73,3.23,-8.81,3.42
118749,9.22,-0.50,4.74,3.13,-8.86,3.86
118785,9.25,-0.38,4.88,3.33,-8.84,3.49
118820,9.28,-0.42,4.75,3.10,-8.87,3.72
118854,9.20,-0.37,4.70,3.10,-8.81,3.51
118894,9.15,-0.44,4.51,3.24,-8.80,3.32
118929,9.15,-0.38,4.90,3.02,-8.87,3.71
118964,9.30,-0.34,4.64,3.11,-8.79,3.17
119004,9.03,-0.38,4.31,3.14,-8.84,3.27
119040,9.15,-0.33,4.44,3.07,-8.90,3.88
119074,9.18,-0.40,4.81,3.21,-8.71,3.41
119109,9.26,-0.32,4.72,3.16,-8.84,3.38
119149,9.11,-0.45,4.69,3.00,-8.82,3.49
119184,9.23,-0.34,4.73,3.06,-8.73,3.26
119219,9.19,-0.38,4.81,3.32,-8.86,3.45
119259,9.04,-0.42,4.81,2.99,-8.82,3.29
119294,9.24,-0.52,4.55,3.24,-8.80,3.45
119329,9.08,-0.43,4.68,3.01,-8.88,3.36
119364,9.33,-0.37,4.69,3.10,-8.87,3.67
119404,9.16,-0.42,4.59,2.99,-8.75,3.42
119439,9.14,-0.38,4.87,3.18,-8.86,3.52
119474,9.22,-0.37,4.51,3.05,-8.72,3.34
119514,9.17,-0.40,4.67,3.11,-8.85,3.76
119549,9.09,-0.30,4.68,3.08,-8.75,3.47
119584,9.14,-0.44,4.73,2.96,-8.78,3.44
119619,9.17,-0.37,4.57,3.15,-8.77,3.54
119659,9.19,-0.35,4.79,3.15,-8.88,3.31
119694,9.19,-0.44,4.80,3.20,-8.74,3.37
119729,9.14,-0.38,4.65,3.26,-8.88,3.44
119764,9.20,-0.35,4.73,3.09,-8.82,3.62
119804,9.25,-0.51,4.87,3.04,-8.77,3.63
119839,9.25,-0.31,4.74,3.15,-8.88,3.42
119874,9.14,-0.34,4.57,3.25,-8.75,3.44
119914,9.22,-0.30,4.60,3.05,-8.81,3.29
119949,9.12,-0.45,4.96,3.01,-8.76,3.58
119984,9.10,-0.38,4.64,3.13,-8.89,3.67
120019,9.15,-0.38,4.64,3.10,-8.87,3.49
