millis,x_1,y_1,z_1,x_2,y_2,z_2
22523,7.63,-3.41,5.83,3.73,-8.85,2.76
22549,7.60,-3.45,5.84,3.76,-8.88,2.64
22598,7.58,-3.50,5.78,3.68,-8.82,2.60
22624,7.69,-3.49,5.95,3.76,-8.85,2.74
22674,7.56,-3.36,5.96,3.61,-8.78,2.73
22700,7.53,-3.42,6.11,3.86,-8.90,2.71
22749,7.61,-3.27,5.91,3.60,-8.88,2.84
22774,7.67,-3.39,6.12,3.79,-8.87,2.97
22799,7.53,-3.38,5.76,3.61,-8.88,2.49
22848,7.68,-3.38,6.11,3.69,-8.79,2.79
22874,7.64,-3.35,6.11,3.81,-8.89,2.62
22924,7.55,-3.43,5.73,3.65,-8.88,2.97
22949,7.54,-3.40,5.93,3.75,-8.88,2.71
22999,7.57,-3.33,6.03,3.82,-8.83,2.72
23024,7.55,-3.43,6.10,3.84,-8.86,2.62
23073,7.58,-3.46,6.00,3.68,-8.87,2.93
23098,7.58,-3.51,5.99,3.67,-8.90,2.95
23148,7.46,-3.42,5.97,3.83,-8.82,2.93
23174,7.58,-3.37,6.09,3.70,-8.88,3.10
23199,7.62,-3.34,6.25,3.86,-8.84,2.79
23248,7.62,-3.39,6.02,3.83,-8.88,2.87
23274,7.61,-3.32,5.95,3.68,-8.93,2.74
23323,7.64,-3.46,5.83,3.69,-8.95,3.01
23349,7.55,-3.36,6.35,3.78,-8.89,2.97
23399,7.63,-3.36,5.94,3.81,-8.77,2.77
23425,7.51,-3.45,6.11,3.78,-8.86,2.81
23474,7.53,-3.30,5.86,3.62,-8.82,2.66
23499,7.56,-3.41,5.94,3.70,-8.85,2.27
23549,7.59,-3.40,5.94,3.76,-8.92,2.69
23573,7.57,-3.46,6.10,3.83,-8.80,2.90
23599,7.62,-3.41,6.10,3.79,-8.81,2.77
23649,7.51,-3.46,6.12,3.80,-8.84,2.38
23674,7.55,-3.42,5.69,3.81,-8.84,2.90
23724,7.67,-3.31,6.13,3.83,-8.89,2.29
23749,7.60,-3.46,5.80,3.65,-8.83,2.50
23798,7.63,-3.31,5.93,3.69,-8.87,2.46
23824,7.67,-3.42,5.80,3.78,-8.94,2.86
23873,7.59,-3.41,6.01,3.67,-8.81,3.15
23900,7.68,-3.43,5.71,3.76,-8.88,2.75
23950,7.62,-3.40,6.04,3.91,-8.88,2.62
23973,7.56,-3.47,5.93,3.68,-8.83,2.97
23999,7.61,-3.41,5.94,3.70,-8.84,2.75
24048,7.63,-3.43,5.94,3.82,-8.89,2.93
24074,7.65,-3.44,6.12,3.80,-8.88,2.65
24123,7.53,-3.38,5.81,3.76,-8.93,2.77
24150,7.59,-3.40,6.17,3.70,-8.93,3.10
24199,7.68,-3.41,6.11,3.80,-8.87,2.71
24224,7.65,-3.39,6.03,3.74,-8.84,2.95
24274,7.66,-3.40,6.01,3.64,-8.85,2.72
24299,7.55,-3.39,6.06,3.81,-8.86,2.65
24349,7.59,-3.44,6.32,3.69,-8.86,2.93
24374,7.61,-3.37,5.66,3.70,-8.86,2.85
24399,7.54,-3.39,6.12,3.65,-8.80,2.61
24449,7.57,-3.38,6.02,3.90,-8.84,2.72
24474,7.65,-3.36,6.11,3.73,-8.85,3.04
24523,7.57,-3.44,5.72,3.86,-8.80,2.73
24549,7.54,-3.42,5.93,3.70,-8.85,2.75
24599,7.56,-3.32,5.75,3.61,-8.79,2.67
24625,7.56,-3.41,6.17,3.73,-8.84,2.49
24675,7.65,-3.42,6.11,3.61,-8.82,2.83
24699,7.63,-3.35,6.02,3.80,-8.88,2.71
24750,7.63,-3.39,6.21,3.68,-8.82,2.94
24773,7.63,-3.41,6.01,3.86,-8.88,2.64
24824,7.45,-3.47,6.14,3.81,-8.83,2.67
24848,7.56,-3.47,5.71,3.77,-8.94,2.60
24875,7.60,-3.40,5.64,3.78,-8.84,3.04
24924,7.63,-3.38,5.93,3.72,-8.82,2.77
24949,7.50,-3.35,5.86,3.69,-8.81,2.68
24999,7.58,-3.45,5.90,3.71,-8.85,2.46
25024,7.59,-3.48,5.84,3.55,-8.86,2.73
25074,7.57,-3.40,6.23,3.72,-8.85,2.43
25099,7.60,-3.46,6.10,3.63,-8.79,2.58
25150,7.47,-3.35,6.01,3.75,-8.82,2.58
25175,7.61,-3.35,5.87,3.83,-8.82,2.61
25225,7.44,-3.41,5.83,3.79,-8.92,2.74
25249,7.65,-3.31,5.95,3.74,-8.89,3.12
25274,7.53,-3.44,5.92,3.58,-8.76,2.69
25324,7.60,-3.39,5.95,3.76,-8.85,2.84
25349,7.66,-3.51,5.97,3.70,-8.90,2.77
25400,7.73,-3.43,5.87,3.75,-8.93,2.93
25424,7.46,-3.35,6.10,3.73,-8.88,2.91
25475,7.56,-3.49,6.15,3.81,-8.87,2.76
25498,7.62,-3.43,5.90,3.75,-8.86,2.33
25549,7.57,-3.41,5.84,3.86,-8.87,2.68
25573,7.64,-3.39,6.11,3.73,-8.74,2.99
25624,7.63,-3.40,5.98,3.73,-8.87,2.76
25650,7.60,-3.43,6.02,3.63,-8.76,3.04
25674,7.63,-3.37,5.77,3.73,-8.91,2.73
25724,7.64,-3.38,5.81,3.55,-8.90,2.98
25749,7.52,-3.39,5.88,3.79,-8.89,2.79
25799,7.60,-3.42,6.18,3.69,-8.89,2.68
25824,7.57,-3.42,6.25,3.92,-8.85,2.63
25874,7.72,-3.38,5.90,3.77,-8.82,2.85
25900,7.62,-3.45,6.01,3.88,-8.89,2.55
25950,7.51,-3.38,5.72,3.61,-8.85,2.78
25973,7.66,-3.37,6.02,3.69,-8.80,2.68
26024,7.56,-3.41,6.05,3.78,-8.83,2.60
26049,7.59,-3.32,6.23,3.63,-8.84,2.79
26074,7.56,-3.31,6.00,3.75,-8.87,2.86
26125,7.62,-3.44,5.96,3.85,-8.90,2.79
26149,7.53,-3.48,6.06,3.59,-8.86,2.93
26200,7.64,-3.45,6.04,3.74,-8.85,2.97
26224,7.62,-3.42,6.17,3.76,-8.88,2.79
26274,7.68,-3.42,5.87,3.52,-8.79,2.69
26298,7.61,-3.32,5.92,3.77,-8.84,2.73
26349,7.65,-3.44,6.00,3.78,-8.88,2.98
26374,7.58,-3.38,6.08,3.68,-8.95,2.77
26425,7.59,-3.36,6.03,3.80,-8.80,2.97
26448,7.49,-3.41,6.03,3.79,-8.89,2.65
26474,7.52,-3.38,5.82,3.71,-8.84,2.40
26524,7.65,-3.34,6.14,3.64,-8.92,3.09
26549,7.56,-3.37,5.64,3.80,-8.79,2.79
26599,7.59,-3.39,6.15,3.80,-8.77,2.45
26625,7.51,-3.53,5.98,3.80,-8.91,2.58
26675,7.60,-3.36,6.23,3.91,-8.95,2.85
26698,7.59,-3.48,5.95,3.87,-8.85,2.88
26749,7.61,-3.45,6.16,3.80,-8.94,2.46
26774,7.64,-3.45,5.78,3.65,-8.91,2.78
26824,7.56,-3.42,5.70,3.66,-8.88,2.76
26849,7.51,-3.41,5.81,3.77,-8.90,2.61
26874,7.53,-3.41,6.09,3.84,-8.84,2.61
26925,7.54,-3.41,5.67,3.76,-8.89,2.56
26949,7.60,-3.36,5.81,3.84,-8.83,2.56
26999,7.65,-3.36,6.04,3.75,-8.82,2.77
27024,7.61,-3.43,6.08,3.74,-8.87,2.70
27074,7.60,-3.33,6.03,3.73,-8.89,2.75
27099,7.58,-3.34,5.69,3.80,-8.88,2.61
27150,7.48,-3.36,6.10,3.71,-8.84,3.03
27174,7.60,-3.42,6.18,3.59,-8.88,3.01
27225,7.57,-3.45,6.09,3.58,-8.78,2.62
27249,7.56,-3.30,6.18,3.69,-8.84,2.56
27299,7.60,-3.43,5.91,3.88,-8.84,2.58
27324,7.65,-3.34,5.83,3.62,-8.81,2.72
27350,7.55,-3.49,6.18,3.63,-8.84,2.61
27400,7.63,-3.34,5.92,3.63,-8.77,2.42
27423,7.61,-3.44,5.92,3.81,-8.84,2.89
27474,7.51,-3.36,5.70,3.60,-8.83,2.68
27499,7.59,-3.37,6.02,3.65,-8.78,2.79
27549,7.62,-3.43,6.12,3.86,-8.86,2.82
27574,7.50,-3.44,5.86,3.71,-8.90,2.90
27625,7.50,-3.44,6.24,3.65,-8.76,2.69
27650,7.61,-3.41,5.99,3.65,-8.80,2.36
27700,7.58,-3.42,5.85,3.82,-9.00,2.78
27724,7.56,-3.41,6.07,3.64,-8.89,3.11
27749,7.49,-3.38,6.06,3.65,-8.77,2.79
27799,7.61,-3.46,5.87,3.85,-8.91,2.64
27824,7.62,-3.44,6.16,3.80,-8.90,2.50
27875,7.47,-3.36,6.01,3.73,-8.80,3.08
27899,7.69,-3.47,6.12,3.79,-8.86,2.81
27950,7.72,-3.39,5.93,3.71,-8.85,3.21
27974,7.58,-3.47,6.08,3.62,-8.82,2.52
28024,7.56,-3.42,5.93,3.86,-8.85,2.63
28049,7.66,-3.39,6.11,3.84,-8.86,2.81
28099,7.59,-3.36,5.91,3.64,-8.84,2.88
28125,7.45,-3.44,6.12,3.80,-8.80,2.58
28149,7.66,-3.43,5.95,3.76,-8.96,2.73
28199,7.73,-3.40,5.99,3.82,-8.89,2.82
28224,7.53,-3.33,5.97,3.47,-8.85,2.85
28274,7.62,-3.41,6.01,3.66,-8.82,2.50
28299,7.55,-3.43,6.06,3.75,-8.86,2.83
28349,7.66,-3.44,5.99,3.82,-8.79,2.71
28375,7.56,-3.48,5.93,3.74,-8.85,2.76
28425,7.70,-3.37,5.99,3.67,-8.86,2.77
28449,7.67,-3.51,5.90,3.52,-8.88,2.63
28499,7.55,-3.45,5.97,3.69,-8.98,2.76
28524,7.63,-3.39,6.06,3.73,-8.88,2.83
28549,7.61,-3.45,5.91,3.77,-8.90,2.66
28600,7.66,-3.30,5.98,3.67,-8.76,2.76
28624,7.57,-3.44,6.05,3.75,-8.94,2.55
28675,7.58,-3.36,6.02,3.72,-8.87,2.54
28699,7.55,-3.44,5.94,3.72,-8.93,2.75
28749,7.70,-3.35,5.75,3.63,-8.76,2.77
28774,7.51,-3.37,6.06,3.79,-8.85,2.89
28824,7.51,-3.48,5.97,3.95,-8.88,2.60
28850,7.69,-3.38,6.11,3.69,-8.86,2.96
28900,7.56,-3.36,6.31,3.74,-8.97,2.89
28924,7.63,-3.42,6.04,3.75,-8.94,2.68
28950,7.47,-3.36,5.91,3.70,-8.91,2.94
28999,7.66,-3.44,5.93,3.57,-8.88,2.87
29024,7.60,-3.42,6.14,3.85,-8.84,2.78
29074,7.57,-3.42,5.91,3.52,-8.89,2.85
29100,7.64,-3.40,5.79,3.74,-8.88,2.49
29150,7.64,-3.42,5.97,3.78,-8.83,2.59
29174,7.62,-3.35,5.85,3.63,-8.82,2.47
29224,7.57,-3.30,5.89,3.74,-8.87,2.88
29249,7.61,-3.37,5.98,3.74,-8.77,2.91
29299,7.67,-3.45,5.92,3.88,-8.84,2.84
29324,7.60,-3.44,6.07,3.73,-8.92,2.72
29350,7.57,-3.36,5.74,3.71,-8.83,2.69
29400,7.49,-3.43,5.98,3.71,-8.84,2.80
29424,7.60,-3.44,5.82,3.76,-8.95,2.91
29474,7.51,-3.43,5.71,3.72,-8.88,2.43
29499,7.55,-3.36,5.87,3.78,-8.96,2.77
29549,7.55,-3.37,6.03,3.74,-8.82,2.90
29574,7.53,-3.42,6.16,3.74,-8.89,2.79
29625,7.58,-3.36,5.79,3.77,-8.92,2.50
29649,7.65,-3.43,5.88,3.80,-8.83,2.52
29700,7.56,-3.50,6.00,3.79,-8.80,3.01
29724,7.62,-3.35,6.13,3.72,-8.87,2.64
29774,7.73,-3.43,6.01,3.89,-8.93,2.98
29799,7.51,-3.38,5.87,3.75,-8.81,3.04
29824,7.69,-3.48,6.20,3.66,-8.94,2.99
29875,7.60,-3.34,5.99,3.77,-8.89,3.05
29899,7.61,-3.40,5.96,3.79,-8.90,2.87
29949,7.55,-3.53,5.90,3.71,-8.86,2.69
29974,7.62,-3.44,5.90,3.64,-8.81,2.66
30024,7.49,-3.39,5.91,3.78,-8.91,2.94
30049,7.65,-3.32,5.95,3.62,-8.83,2.88
30100,7.72,-3.46,6.06,3.75,-8.87,2.57
30125,7.64,-3.40,6.05,3.67,-8.82,2.78
30174,7.64,-3.37,5.83,3.61,-8.98,3.01
30199,7.53,-3.38,5.91,3.74,-8.86,2.95
30224,7.54,-3.38,6.17,3.80,-8.83,2.54
30274,7.63,-3.30,6.19,3.69,-8.83,2.83
30299,7.51,-3.49,6.12,3.66,-8.88,3.08
30350,7.56,-3.35,5.57,3.79,-8.84,2.66
30374,7.58,-3.44,6.16,3.99,-8.88,2.56
30425,7.59,-3.37,6.00,3.67,-8.83,2.80
30449,7.55,-3.35,6.15,3.67,-8.92,3.01
30499,7.61,-3.37,6.23,3.68,-8.83,2.81
30524,7.60,-3.41,5.96,3.74,-8.89,2.95
30573,7.70,-3.34,6.01,3.63,-8.84,2.32
30600,7.54,-3.47,6.12,3.69,-8.85,2.95
30624,7.55,-3.38,5.93,3.73,-8.94,2.66
30674,7.54,-3.46,5.66,3.71,-8.95,2.75
30699,7.68,-3.50,5.93,3.60,-8.83,3.03
30749,7.62,-3.47,6.21,3.71,-8.88,2.77
30774,7.63,-3.35,5.83,3.87,-8.86,2.99
30824,7.73,-3.40,6.20,3.62,-8.77,2.85
30850,7.61,-3.30,6.07,3.61,-8.87,2.79
30900,7.59,-3.42,6.17,3.83,-8.90,2.53
30924,7.54,-3.46,5.89,3.65,-8.93,3.00
30973,7.67,-3.41,5.69,3.73,-8.85,2.51
30999,7.55,-3.41,5.80,3.80,-8.89,3.02
31048,7.62,-3.41,5.88,3.80,-8.87,2.99
31075,7.52,-3.42,5.95,3.88,-8.88,2.66
31099,7.58,-3.39,5.83,3.80,-8.85,2.70
31150,7.71,-3.45,6.10,3.66,-8.90,2.80
31174,7.62,-3.31,5.98,3.75,-8.82,2.68
31224,7.55,-3.49,5.95,3.65,-8.96,3.20
31249,7.58,-3.35,5.90,3.66,-8.77,2.62
31299,7.58,-3.37,6.05,3.80,-8.85,2.64
31325,7.57,-3.36,6.11,3.70,-8.91,2.24
31374,7.61,-3.42,6.06,3.62,-8.91,2.76
31399,7.54,-3.34,5.93,3.82,-8.83,2.59
31449,7.55,-3.42,5.76,3.64,-8.88,3.10
31474,7.61,-3.50,6.10,3.59,-8.76,2.57
31499,7.59,-3.45,6.10,3.86,-8.81,2.34
31549,7.64,-3.37,6.14,3.77,-8.74,2.89
31575,11.40,-3.05,7.75,3.55,-8.81,2.59
31625,8.98,-3.64,5.91,3.88,-8.59,2.93
31649,8.11,-4.74,6.67,3.90,-8.84,3.00
31699,9.96,-2.96,6.00,3.60,-10.31,3.49
31724,8.69,-1.70,5.83,4.03,-9.08,2.32
31773,3.42,-4.04,3.99,4.04,-8.71,2.52
31799,16.36,-4.75,11.89,3.57,-9.02,2.53
31849,4.07,-3.34,4.60,3.39,-9.29,2.57
31875,6.70,-2.90,5.04,3.97,-8.74,2.88
31899,9.07,-3.59,7.35,3.73,-8.78,2.64
31949,7.84,-3.18,6.08,3.49,-9.03,2.60
31974,7.09,-3.12,5.75,3.66,-8.88,2.65
32024,7.38,-3.13,5.81,3.77,-8.74,2.58
32049,8.54,-3.19,6.36,3.81,-8.87,2.63
32100,7.53,-3.19,6.08,3.66,-8.80,2.72
32124,7.44,-3.08,5.77,3.99,-8.75,2.37
32174,7.69,-3.46,6.01,3.84,-8.91,2.68
32199,7.85,-4.27,6.87,3.94,-8.83,2.70
32248,8.53,-3.09,5.64,3.70,-8.82,2.59
32274,9.00,-3.47,5.12,3.80,-8.79,2.62
32299,7.07,-4.21,5.98,3.80,-8.88,2.81
32350,7.91,-4.24,5.99,3.78,-8.88,3.04
32374,7.15,-2.32,4.66,3.77,-8.88,2.75
32424,3.54,-4.90,3.76,3.68,-8.90,2.71
32449,3.02,-2.74,5.37,3.64,-8.91,2.99
32498,-0.78,4.31,5.40,3.70,-8.86,2.75
32524,1.17,2.84,1.96,3.84,-8.94,2.11
32574,2.54,-1.87,-1.26,4.67,-8.24,2.71
32600,9.65,-0.13,3.15,3.42,-9.34,2.74
32649,8.18,-5.21,8.13,3.59,-8.93,2.90
32674,5.04,-1.44,2.68,3.96,-8.84,3.23
32699,3.72,-4.77,7.15,3.87,-8.66,2.94
32749,6.52,-4.44,6.88,3.75,-8.96,2.90
32774,6.72,-4.46,7.30,3.60,-8.86,2.91
32825,7.01,-3.77,6.60,3.73,-8.96,2.84
32849,5.87,-3.77,6.05,3.77,-8.83,2.60
32899,6.88,-3.84,5.93,3.76,-8.80,2.81
32924,6.67,-4.28,6.34,3.75,-8.88,2.79
32973,7.05,-3.84,6.15,3.84,-8.83,2.53
32999,6.92,-4.14,6.62,4.03,-8.77,2.76
33048,7.63,-4.02,7.81,3.77,-8.86,2.62
33075,7.03,-5.02,5.61,3.93,-8.70,3.11
33099,7.24,-5.10,5.81,3.73,-8.83,2.63
33149,8.88,-4.87,5.57,3.85,-8.78,2.66
33174,7.29,-3.75,5.35,3.78,-8.83,2.67
33224,3.83,-4.73,3.55,3.83,-8.89,2.95
33249,-0.04,-3.13,2.83,3.94,-8.83,2.89
33298,-0.58,8.98,5.69,3.89,-8.94,2.94
33325,-1.45,-4.10,3.44,4.31,-8.54,1.88
33374,-2.01,2.59,0.00,4.39,-8.13,3.12
33399,5.29,-3.98,2.42,3.73,-8.90,2.58
33448,4.98,-1.74,4.44,4.03,-8.61,2.72
33474,4.51,0.56,3.35,3.69,-8.83,2.66
33523,9.22,-5.98,8.69,3.56,-9.19,2.40
33549,8.70,-5.47,8.33,3.78,-8.76,2.95
33574,6.25,-3.18,5.93,3.77,-8.78,2.86
33625,6.31,-3.23,5.93,3.80,-8.94,2.79
33649,6.49,-3.74,6.29,3.74,-8.97,2.82
33698,7.12,-4.13,6.72,3.77,-8.95,2.92
33724,6.81,-4.91,6.57,3.72,-8.90,2.62
33773,5.94,-2.34,9.86,4.00,-8.75,2.71
33800,7.24,-6.34,8.15,3.58,-8.93,2.98
33849,7.17,-3.24,5.69,3.46,-9.08,2.96
33874,7.99,-3.89,5.28,3.75,-8.90,2.81
33924,6.13,-3.95,6.18,3.77,-8.69,2.60
33949,6.98,-6.10,4.76,3.76,-8.82,2.56
33974,5.13,-5.47,3.42,3.82,-8.81,2.64
34024,7.63,-5.33,4.32,3.94,-8.85,2.62
34050,6.37,-4.63,4.42,3.64,-8.73,2.39
34099,6.99,-4.70,4.53,3.94,-8.82,2.54
34124,1.23,3.12,-0.71,3.82,-8.77,2.74
34173,-2.85,5.88,2.43,3.69,-8.97,2.97
34199,-9.53,-7.71,7.69,4.50,-8.24,2.76
34248,3.08,-0.99,-1.67,3.65,-8.69,2.68
34274,18.21,-15.91,17.27,3.22,-9.09,2.49
34324,-1.19,1.87,1.50,3.96,-8.86,2.96
34350,16.50,-9.27,14.07,3.93,-8.76,2.75
34374,3.43,-1.76,2.58,3.76,-8.73,2.82
34424,6.71,-4.86,7.05,3.83,-8.86,2.53
34449,7.95,-4.75,7.36,3.84,-8.84,2.51
34498,6.30,-3.78,6.34,3.93,-8.69,2.83
34524,6.67,-3.24,5.71,3.73,-8.88,2.79
34574,6.49,-4.03,6.36,3.90,-8.85,3.02
34599,6.96,-3.99,6.36,3.81,-8.89,2.96
34649,7.47,-3.56,6.16,3.76,-8.79,2.75
34674,7.92,-3.51,9.26,3.93,-8.74,2.62
34723,5.39,-6.28,7.09,3.85,-8.78,2.79
34749,6.80,-4.93,5.99,3.67,-8.82,2.55
34774,0.28,-0.94,-3.26,3.97,-8.73,2.87
34824,2.00,4.97,13.16,3.73,-8.98,2.39
34849,4.87,-9.22,6.34,3.70,-8.92,2.87
34898,9.06,-3.88,6.54,3.93,-8.91,2.55
34924,6.08,-4.45,6.99,3.83,-8.80,2.91
34973,6.56,-3.90,6.45,3.52,-9.01,2.73
34999,6.12,-4.28,6.89,3.88,-8.86,2.58
35049,6.55,-3.93,6.53,3.97,-8.74,2.87
35075,6.46,-4.23,6.66,3.90,-8.88,2.72
35124,6.54,-4.12,6.61,3.85,-8.88,2.49
35149,6.44,-4.21,7.01,3.90,-8.82,2.57
35174,6.58,-1.64,7.51,3.90,-8.75,2.62
35223,7.38,-4.30,6.60,3.87,-8.93,2.97
35249,6.05,-4.94,6.16,3.78,-8.78,2.78
35299,6.86,-4.42,7.69,3.85,-8.77,3.06
35324,7.25,-4.65,7.38,3.77,-8.92,2.51
35375,1.66,-4.60,7.39,3.79,-8.87,2.88
35399,4.21,-3.10,5.21,3.73,-8.79,2.79
35448,0.29,-0.84,-3.91,3.89,-8.63,3.09
35474,4.82,-5.09,7.22,3.54,-8.88,2.76
35523,5.81,-4.19,6.89,3.77,-8.88,2.69
35550,5.85,-4.18,7.07,4.08,-8.61,2.65
35574,5.68,-4.45,7.03,3.72,-8.87,2.87
35623,6.01,-4.18,6.92,3.61,-8.89,3.08
35774,5.69,-4.22,7.09,3.86,-8.93,2.50
35799,5.77,-4.42,7.19,3.84,-8.79,2.72
35899,7.57,-6.31,5.26,3.95,-8.79,2.77
35924,6.71,-6.33,6.65,3.74,-8.89,2.54
35949,5.25,-5.13,7.37,3.98,-8.79,2.79
35999,5.43,-4.78,7.90,3.93,-8.83,2.85
36024,8.59,-4.71,8.82,3.88,-8.94,2.92
36049,5.71,-4.82,6.18,3.42,-8.73,3.08
36100,5.07,-4.29,5.76,3.79,-8.73,2.70
36125,5.24,-3.89,5.68,3.92,-8.83,2.72
36174,6.62,-4.49,5.63,3.91,-8.84,2.74
36199,5.94,-4.02,5.42,3.78,-8.77,2.94
36249,6.73,-3.84,6.25,3.59,-8.82,2.78
36274,5.98,-4.73,6.35,3.76,-8.82,2.98
36325,6.53,-5.19,6.09,3.71,-8.78,2.93
36349,6.44,-4.92,6.42,3.74,-8.79,2.70
36400,6.55,-5.14,6.35,3.88,-8.93,2.74
36424,6.52,-4.83,6.28,3.67,-8.87,3.00
36474,6.38,-5.13,6.26,3.80,-8.88,2.51
36499,6.47,-4.76,6.11,3.71,-8.85,2.74
36524,6.55,-4.79,6.23,3.83,-8.80,2.85
36575,6.82,-4.83,6.24,3.84,-8.76,2.93
36599,6.22,-5.51,6.02,3.90,-8.88,2.70
36649,6.63,-4.35,6.20,3.54,-8.81,2.79
36674,5.88,-4.67,5.22,3.78,-8.78,2.62
36724,6.76,-5.42,5.86,3.77,-8.78,2.65
36749,6.45,-4.51,5.96,3.80,-8.79,2.46
36800,7.12,-4.89,6.33,3.63,-8.80,2.92
36825,7.30,-4.68,6.39,3.92,-8.83,2.72
36875,6.49,-4.94,6.43,3.88,-8.85,2.66
36899,6.49,-5.00,5.98,3.80,-8.79,2.28
36924,7.37,-4.52,5.63,3.65,-8.80,3.09
36974,7.39,-5.07,5.55,3.86,-8.83,2.96
36999,6.18,-4.92,5.58,3.75,-8.84,2.35
37050,6.88,-4.67,6.01,3.78,-8.91,2.84
37074,8.60,-4.55,4.65,3.77,-8.91,2.90
37125,5.79,-5.03,5.43,3.84,-8.88,2.98
37149,6.68,-4.29,5.78,3.74,-8.86,2.97
37199,8.08,-4.09,5.70,3.77,-8.86,2.58
37224,7.07,-4.19,5.89,3.67,-8.73,2.69
37274,7.01,-4.21,5.24,3.65,-8.93,2.89
37299,7.98,-4.25,5.09,3.71,-8.87,2.59
37324,5.80,-5.31,5.63,3.72,-8.74,2.95
37374,8.27,-4.28,5.15,3.64,-8.89,2.90
37399,7.61,-4.27,5.44,3.80,-8.87,2.72
37449,7.36,-4.39,5.77,3.71,-8.77,2.61
37474,7.27,-4.58,5.25,3.78,-8.88,2.71
37524,7.99,-4.20,4.87,3.77,-8.82,2.79
37549,7.79,-4.25,4.82,3.78,-8.79,2.96
37600,7.26,-4.65,5.39,3.80,-8.84,2.70
37624,7.86,-4.44,5.25,3.79,-8.88,3.04
37675,6.99,-4.60,5.28,3.85,-8.86,2.79
37699,7.68,-4.17,5.02,3.82,-8.85,2.60
37748,7.58,-4.27,5.23,3.71,-8.78,2.76
37774,8.35,-4.26,5.35,3.65,-8.93,2.67
37799,7.73,-4.13,5.22,3.86,-8.87,3.01
37850,8.00,-4.15,5.23,3.81,-8.88,2.52
37874,8.34,-4.27,4.98,3.68,-8.89,2.78
37924,7.80,-3.92,4.97,3.78,-8.91,2.55
37949,7.72,-4.42,4.30,3.77,-8.81,2.82
37999,8.30,-4.38,4.76,3.76,-8.84,2.60
38024,6.08,-6.24,-9.05,3.59,-8.93,2.97
38075,-3.00,9.23,10.75,3.88,-8.94,2.46
38099,-10.00,-0.52,17.40,2.96,-8.10,4.74
38149,0.77,-9.93,-2.92,3.89,-8.70,3.33
38174,19.67,1.88,15.56,3.12,-9.28,3.01
38199,0.16,-2.10,5.46,3.69,-8.91,3.05
38249,4.73,-2.28,3.62,3.55,-9.10,2.89
38275,11.08,-5.01,9.76,4.26,-8.50,2.70
38325,8.62,-3.11,6.31,3.52,-9.00,3.09
38349,7.06,-3.41,6.39,3.69,-8.87,2.99
38400,7.14,-3.24,6.06,3.88,-8.83,2.99
38424,7.51,-3.09,6.19,3.57,-8.80,2.81
38474,7.44,-3.10,6.20,3.74,-8.71,2.91
38499,7.67,-3.42,6.29,3.94,-8.91,2.73
38549,7.48,-3.16,6.32,3.76,-8.89,2.94
38575,7.57,-3.29,6.18,3.82,-8.81,2.46
38599,7.53,-3.30,6.06,3.84,-8.88,2.81
38649,7.31,-3.14,6.01,3.90,-8.83,2.76
38674,7.38,-3.26,6.50,3.62,-8.77,2.58
38724,7.42,-3.18,6.51,3.72,-8.85,2.74
38749,7.57,-3.33,6.34,3.80,-8.86,2.63
38800,7.55,-3.13,6.10,3.74,-8.92,2.68
38824,7.49,-3.30,6.07,3.86,-8.78,2.88
38874,7.50,-3.23,5.93,3.86,-8.81,2.77
38899,7.51,-3.14,6.18,3.63,-8.86,2.72
38948,7.34,-3.23,6.18,3.73,-8.83,2.73
38974,7.51,-3.27,6.51,3.77,-8.87,2.77
38999,7.53,-3.19,6.35,3.83,-8.83,2.60
39050,7.41,-3.19,6.17,3.83,-8.85,2.72
39074,7.35,-3.20,6.02,3.68,-8.78,2.41
39124,7.52,-3.19,6.34,3.91,-8.84,2.63
39149,7.57,-3.26,6.15,3.90,-8.95,2.78
39199,7.52,-3.20,5.88,3.82,-8.90,2.66
39224,7.51,-3.16,6.17,3.67,-8.85,2.72
39273,7.53,-3.25,6.19,3.69,-8.78,2.34
39300,7.47,-3.23,5.90,3.80,-8.85,2.57
39349,7.49,-3.25,6.06,3.83,-8.81,3.14
39374,7.46,-3.27,6.44,3.68,-8.91,3.03
39399,7.42,-3.31,6.06,2.98,-9.58,3.03
39449,7.53,-3.20,6.39,5.40,-10.70,2.97
39474,7.54,-3.05,6.01,2.55,-9.09,3.04
39525,7.50,-3.23,6.16,3.42,-7.38,2.76
39549,7.52,-3.25,6.37,3.38,-10.00,2.39
39600,7.44,-3.31,6.12,5.28,-9.58,2.46
39624,7.54,-2.98,6.11,3.01,-9.16,1.71
39673,7.55,-3.18,6.14,4.47,-8.24,1.87
39699,7.40,-3.25,6.30,4.38,-8.90,1.84
39748,7.56,-3.16,6.21,4.34,-9.32,1.34
39775,7.51,-3.16,6.31,2.76,-10.25,1.07
39799,7.54,-3.20,6.22,4.53,-7.23,1.04
39849,7.57,-3.33,5.89,4.23,-7.68,1.32
39874,7.54,-3.22,6.28,3.57,-8.27,1.05
39924,7.30,-3.25,6.31,4.07,-7.01,1.17
39949,7.52,-3.08,6.15,4.87,-9.22,1.59
39999,7.60,-3.23,6.38,2.73,-11.45,0.59
40025,7.41,-3.33,6.09,4.48,-8.61,2.33
40074,7.50,-3.27,5.95,3.32,-9.42,2.42
40099,7.61,-3.20,6.37,3.62,-7.60,2.03
40148,7.45,-3.29,6.07,4.12,-10.22,2.90
