millis,x_1,y_1,z_1,x_2,y_2,z_2
18364,9.20,-0.98,4.83,3.72,-8.48,3.96
18399,9.13,-1.02,4.74,3.62,-8.47,3.73
18439,9.23,-1.00,4.47,3.65,-8.51,3.73
18475,9.21,-0.99,4.91,3.62,-8.46,3.36
18509,9.20,-0.94,4.78,3.68,-8.48,3.55
18544,9.21,-1.00,4.84,3.68,-8.50,3.69
18584,8.94,-0.93,4.68,3.78,-8.49,3.86
18619,9.12,-0.96,4.61,3.59,-8.50,3.68
18654,9.30,-1.05,4.52,3.75,-8.50,3.72
18694,9.18,-0.94,4.78,3.59,-8.41,3.73
18729,9.17,-1.00,4.61,3.60,-8.55,3.52
18764,9.14,-1.05,4.96,3.75,-8.39,3.69
18799,9.21,-0.95,4.69,3.61,-8.48,4.07
18839,9.04,-0.93,4.51,3.65,-8.48,3.89
18874,9.21,-0.90,4.80,3.47,-8.52,3.70
18909,9.20,-0.90,4.68,3.63,-8.44,3.77
18949,9.13,-0.98,4.74,3.58,-8.54,3.77
18984,9.16,-0.93,4.59,3.76,-8.56,3.80
19019,9.28,-0.95,4.58,3.54,-8.49,3.68
19054,9.06,-0.98,4.75,3.85,-8.44,4.08
19094,9.07,-1.01,4.68,3.69,-8.57,3.95
19129,9.12,-0.99,4.91,3.58,-8.52,3.75
19164,9.19,-1.06,4.66,3.61,-8.51,3.62
19200,9.11,-1.02,4.55,3.84,-8.52,3.79
19239,9.13,-1.08,4.83,3.64,-8.53,3.52
19274,9.15,-0.92,4.84,3.59,-8.48,3.68
19309,9.09,-0.92,4.70,3.73,-8.59,3.63
19349,9.12,-0.99,4.54,3.47,-8.45,3.67
19384,9.18,-0.90,4.63,3.58,-8.48,3.69
19419,9.12,-0.89,4.88,3.63,-8.54,3.78
19454,9.12,-0.90,4.61,3.69,-8.50,3.53
19494,9.16,-0.84,4.67,3.71,-8.49,3.64
19529,9.10,-0.97,4.56,3.68,-8.52,3.79
19564,9.17,-1.03,4.66,3.58,-8.41,3.65
19600,9.18,-0.91,4.87,3.65,-8.49,3.79
19639,9.10,-0.97,4.63,3.69,-8.50,3.99
19674,9.10,-1.03,4.51,3.63,-8.48,3.82
19709,9.22,-0.95,4.55,3.70,-8.50,3.69
19749,9.11,-0.99,4.77,3.64,-8.48,3.71
19784,9.10,-0.93,4.65,3.72,-8.43,3.48
19819,9.13,-0.87,4.67,3.68,-8.55,3.87
19854,9.20,-0.98,4.75,3.74,-8.43,3.57
19894,9.27,-0.96,4.55,3.76,-8.46,3.36
19929,9.23,-0.97,4.47,3.63,-8.48,3.58
19964,9.13,-0.90,4.59,3.73,-8.42,3.73
20000,9.18,-0.93,4.71,3.58,-8.60,3.95
20039,9.16,-0.97,4.75,3.67,-8.57,4.17
20074,9.16,-0.98,4.65,3.68,-8.46,3.97
20109,9.03,-1.02,4.62,3.61,-8.53,3.63
20149,9.13,-0.94,4.69,3.53,-8.59,3.72
20184,9.24,-0.96,4.52,3.77,-8.47,3.75
20219,9.18,-1.00,4.76,3.50,-8.54,3.80
20254,9.16,-1.00,4.78,3.77,-8.49,3.75
20294,9.11,-0.95,4.74,3.78,-8.47,3.66
20329,9.13,-1.00,4.53,3.65,-8.57,3.82
20364,9.12,-1.02,4.86,3.72,-8.54,3.74
20404,9.01,-1.06,4.79,3.61,-8.51,3.69
20440,9.08,-0.93,4.82,3.68,-8.44,3.53
20474,9.20,-1.01,4.72,3.80,-8.47,3.49
20509,9.09,-0.93,4.58,3.70,-8.47,3.45
20549,9.17,-1.03,4.65,3.60,-8.47,3.57
20584,9.30,-1.01,4.53,3.78,-8.61,3.77
20619,9.04,-0.93,4.78,3.77,-8.46,3.82
20659,9.13,-1.00,4.82,3.74,-8.53,3.33
20695,8.95,-0.97,4.66,3.89,-8.53,3.91
20729,9.15,-0.92,4.58,3.57,-8.48,3.74
20764,9.17,-0.96,4.91,3.66,-8.54,3.62
20804,9.13,-0.93,4.59,3.64,-8.48,3.52
20839,8.99,-0.97,4.61,3.65,-8.48,3.85
20874,9.21,-1.01,5.06,3.68,-8.58,3.85
20914,9.15,-0.97,4.66,3.70,-8.48,3.95
20950,9.10,-0.95,4.81,3.71,-8.41,3.97
20984,9.11,-1.03,4.64,3.62,-8.50,3.85
21019,9.07,-0.96,4.51,3.51,-8.42,3.49
21059,9.22,-0.99,4.76,3.72,-8.44,3.72
21094,9.14,-1.05,4.88,3.65,-8.47,3.85
21129,9.22,-0.94,4.88,3.79,-8.47,3.56
21169,9.23,-0.97,4.84,3.68,-8.54,3.63
21204,9.19,-1.02,4.66,3.66,-8.40,3.80
21239,9.13,-1.05,4.55,3.60,-8.56,3.87
21274,9.16,-1.00,4.68,3.64,-8.48,3.77
21314,9.12,-1.05,4.76,3.63,-8.52,3.83
21349,9.05,-0.92,4.64,3.79,-8.42,3.39
21384,9.04,-0.93,4.68,3.70,-8.49,3.99
21424,9.11,-1.02,4.93,3.58,-8.43,3.86
21459,9.17,-1.07,4.70,3.64,-8.47,3.53
21494,9.10,-1.01,4.72,3.69,-8.47,3.31
21529,9.15,-0.96,4.69,3.63,-8.47,3.81
21569,9.17,-1.03,4.57,3.71,-8.42,3.78
21604,9.10,-0.91,4.66,3.64,-8.55,3.59
21639,9.16,-0.95,4.61,3.68,-8.58,3.73
21679,9.08,-0.95,4.59,3.76,-8.59,3.76
21714,9.13,-1.05,4.50,3.68,-8.54,3.68
21749,9.14,-0.89,4.75,3.55,-8.58,3.53
21784,9.09,-0.99,4.65,3.79,-8.50,3.70
21824,9.23,-1.00,4.70,3.56,-8.45,3.89
21859,9.15,-1.01,4.89,3.77,-8.54,3.77
21894,9.12,-0.91,4.78,3.54,-8.50,3.83
21931,9.10,-1.01,4.66,3.57,-8.52,3.73
21969,9.14,-1.07,4.82,3.79,-8.55,3.93
22004,9.10,-1.03,4.98,3.59,-8.50,3.79
22039,9.16,-1.04,4.63,3.73,-8.49,3.79
22079,9.19,-0.95,4.79,3.63,-8.51,3.78
22114,9.09,-1.02,5.09,3.68,-8.56,3.64
22149,9.18,-0.97,4.58,3.59,-8.45,4.11
22184,9.17,-0.99,4.65,3.60,-8.47,3.51
22224,9.24,-0.97,4.45,3.78,-8.54,3.71
22259,9.04,-1.03,4.67,3.62,-8.53,3.86
22294,9.08,-1.02,4.46,3.67,-8.54,3.86
22330,9.09,-0.90,4.90,3.75,-8.43,3.59
22369,9.13,-1.10,4.60,3.67,-8.55,4.21
22404,9.10,-1.00,4.71,3.72,-8.56,3.74
22439,9.21,-0.92,4.75,3.66,-8.50,3.93
22479,9.31,-0.98,4.39,3.68,-8.54,3.65
22514,9.08,-0.89,4.51,3.65,-8.44,3.66
22549,9.11,-0.99,4.82,3.50,-8.47,3.78
22584,9.18,-1.06,4.52,3.72,-8.48,3.42
22624,9.22,-1.05,4.73,3.65,-8.48,3.54
22659,9.16,-0.99,4.64,3.68,-8.54,3.68
22694,9.18,-0.90,4.57,3.68,-8.51,3.99
22733,9.05,-0.98,4.82,3.64,-8.49,3.72
22769,8.99,-0.89,4.59,3.68,-8.47,3.74
22804,9.23,-0.97,4.67,3.61,-8.47,3.79
22839,9.18,-1.04,4.52,3.67,-8.60,3.64
22879,9.18,-1.01,4.56,3.65,-8.47,3.66
22914,9.13,-1.01,4.70,3.77,-8.44,3.80
22949,9.04,-1.04,4.74,3.59,-8.48,3.65
22984,9.16,-0.90,4.38,3.64,-8.52,3.66
23024,9.07,-0.98,4.71,3.69,-8.52,3.55
23059,9.23,-0.90,4.67,3.64,-8.52,3.80
23094,9.06,-1.03,4.62,3.70,-8.53,3.76
23134,9.19,-0.97,4.92,3.67,-8.48,3.77
23170,9.13,-1.00,4.66,3.68,-8.45,3.67
23204,9.24,-1.01,4.80,3.68,-8.51,4.13
23239,9.10,-0.97,4.60,3.70,-8.39,3.89
23279,9.09,-0.95,4.79,3.56,-8.55,3.76
23314,9.13,-0.97,4.75,3.62,-8.58,3.32
23349,9.07,-0.97,4.76,3.78,-8.51,4.02
23389,9.03,-1.05,4.62,3.74,-8.47,3.79
23425,9.16,-0.93,4.76,3.70,-8.44,3.61
23459,9.37,-1.00,4.97,3.65,-8.51,3.80
23494,9.07,-0.93,4.60,3.66,-8.52,3.55
23534,9.15,-1.03,4.68,3.72,-8.52,3.41
23569,9.19,-0.95,4.92,3.74,-8.54,3.84
23604,9.15,-1.04,4.82,3.62,-8.47,3.45
23644,9.02,-0.97,4.80,3.60,-8.48,3.82
23680,9.09,-1.02,4.61,3.72,-8.53,4.07
23714,9.16,-1.01,4.82,3.68,-8.40,3.61
23749,9.22,-1.01,4.66,3.83,-8.58,3.88
23789,9.25,-0.98,4.85,3.72,-8.49,3.95
23824,9.11,-1.02,4.72,3.60,-8.54,3.74
23859,9.12,-0.98,4.56,3.79,-8.46,3.69
23899,9.20,-0.99,4.76,3.66,-8.59,3.66
23934,9.12,-1.05,4.83,3.62,-8.50,3.56
23969,9.13,-1.02,4.52,3.58,-8.51,3.87
24004,9.13,-1.07,4.85,3.65,-8.46,3.46
24044,9.19,-0.97,4.44,3.55,-8.41,3.93
24079,9.06,-0.93,4.44,4.00,-8.49,3.69
24114,9.06,-0.91,4.41,3.72,-8.52,3.95
24154,9.22,-0.95,4.79,3.52,-8.55,3.86
24189,9.10,-0.94,4.68,3.61,-8.50,3.59
24224,9.12,-0.98,4.80,3.61,-8.49,3.61
24260,9.09,-1.06,4.56,3.81,-8.48,3.74
24299,9.18,-1.01,4.72,3.71,-8.55,3.55
24334,9.12,-1.01,4.77,3.74,-8.46,3.99
24369,9.13,-0.89,4.69,3.71,-8.50,3.48
24404,9.12,-0.99,4.62,3.76,-8.45,3.64
24444,9.14,-0.97,4.75,3.76,-8.53,3.80
24479,9.12,-1.03,4.63,3.67,-8.47,3.72
24514,9.10,-1.05,4.95,3.70,-8.47,3.60
24554,9.22,-0.93,4.64,3.65,-8.48,4.07
24589,9.26,-1.02,4.64,3.61,-8.43,3.68
24624,9.04,-0.96,4.49,3.57,-8.51,3.89
24660,9.12,-0.96,4.58,3.66,-8.53,3.80
24699,9.20,-0.91,4.79,3.51,-8.49,3.67
24734,9.04,-1.02,4.60,3.67,-8.48,3.66
24769,9.13,-0.93,4.78,3.71,-8.45,3.55
24809,9.08,-1.01,4.72,3.70,-8.46,3.68
24844,9.20,-1.00,4.68,3.56,-8.48,3.73
24879,9.20,-1.01,4.47,3.55,-8.42,3.63
24914,9.09,-0.98,4.73,3.55,-8.46,3.79
24954,9.14,-1.00,4.87,3.65,-8.45,3.80
24989,9.15,-0.95,4.64,3.71,-8.59,3.85
25024,9.08,-1.01,4.85,3.75,-8.59,3.54
25063,9.26,-0.97,4.64,3.70,-8.56,3.56
25099,9.07,-1.03,4.68,3.66,-8.56,3.69
25134,9.09,-1.04,4.83,3.74,-8.40,3.79
25169,9.21,-0.95,4.77,3.85,-8.52,3.49
25209,9.12,-0.95,4.51,3.71,-8.58,3.73
25244,8.96,-0.86,4.75,3.62,-8.52,3.83
25279,9.11,-0.95,4.74,3.58,-8.54,3.86
25314,9.15,-0.92,4.84,3.65,-8.48,3.84
25354,9.08,-0.96,5.04,3.71,-8.55,3.68
25389,9.08,-1.05,4.65,3.78,-8.48,3.59
25424,9.20,-0.94,4.50,3.61,-8.58,3.29
25463,9.10,-0.95,4.60,3.78,-8.55,3.79
25499,9.11,-1.04,4.68,3.71,-8.50,3.82
25534,9.15,-1.04,4.68,3.54,-8.46,3.55
25569,9.00,-0.91,4.63,3.68,-8.50,3.79
25609,9.16,-1.05,4.44,3.71,-8.45,3.52
25645,9.19,-0.96,5.05,3.76,-8.53,3.86
25679,9.22,-0.94,4.65,3.68,-8.46,4.01
25714,9.14,-1.07,4.67,3.76,-8.48,3.47
25754,9.18,-0.93,4.78,3.54,-8.53,3.57
25789,9.07,-0.93,4.79,3.55,-8.49,3.82
25824,9.16,-1.01,4.69,3.63,-8.54,4.03
25864,9.11,-0.94,4.68,3.72,-8.54,3.63
25900,9.15,-0.96,4.41,3.81,-8.50,3.50
25934,9.13,-1.05,4.61,3.70,-8.58,3.98
25969,9.13,-1.01,4.79,3.68,-8.48,4.05
26009,9.07,-1.00,4.75,3.60,-8.50,3.65
26044,9.17,-1.05,4.89,3.67,-8.49,3.66
26079,9.06,-1.00,4.59,3.68,-8.46,3.70
26119,9.17,-1.07,4.89,3.69,-8.56,3.80
26155,9.02,-0.93,4.75,3.80,-8.47,3.88
26189,9.06,-1.07,4.80,3.67,-8.55,3.77
26224,9.08,-1.03,4.82,3.56,-8.52,3.73
26264,9.15,-0.91,4.65,3.65,-8.52,3.62
26299,9.19,-0.97,4.74,3.69,-8.47,3.69
26334,9.11,-0.97,4.76,3.60,-8.44,3.77
26374,9.20,-0.88,4.70,3.71,-8.53,3.84
26409,9.04,-0.93,4.76,3.78,-8.41,3.74
26444,9.17,-0.99,4.56,3.66,-8.51,3.95
26479,9.06,-0.92,4.78,3.60,-8.63,3.80
26519,9.02,-0.90,4.37,3.80,-8.49,3.58
26554,9.18,-1.03,4.71,3.58,-8.55,3.89
26590,9.03,-0.96,4.63,3.76,-8.55,3.50
26629,9.18,-1.06,4.67,3.59,-8.54,3.63
26664,9.06,-0.98,4.63,3.62,-8.46,4.06
26699,9.19,-1.02,4.80,3.62,-8.44,3.70
26734,9.05,-0.94,4.38,3.64,-8.45,3.68
26774,9.14,-0.99,4.37,3.72,-8.36,3.58
26809,9.13,-1.04,4.65,3.74,-8.46,3.40
26844,9.17,-1.02,4.58,3.70,-8.39,3.77
26884,9.20,-1.06,4.64,3.80,-8.44,3.73
26919,9.23,-1.04,4.42,3.74,-8.56,3.72
26954,9.12,-0.96,4.67,3.59,-8.59,4.00
26990,9.14,-0.95,4.74,3.69,-8.47,3.86
27029,9.09,-0.98,4.43,3.67,-8.47,3.77
27064,8.99,-0.98,4.61,3.64,-8.47,3.55
27099,9.19,-1.09,4.74,3.66,-8.44,3.61
27134,9.19,-0.97,4.60,3.72,-8.54,3.56
27174,9.24,-1.02,4.74,3.86,-8.45,3.86
27209,9.20,-0.95,4.69,3.70,-8.59,3.80
27244,9.09,-0.95,4.56,3.81,-8.44,3.70
27284,9.01,-1.04,4.65,3.80,-8.54,3.90
27319,9.09,-1.00,4.57,3.76,-8.59,3.68
27354,9.12,-0.99,4.67,3.69,-8.50,3.77
27389,9.16,-0.98,4.42,3.53,-8.50,3.87
27429,9.16,-0.95,4.74,3.71,-8.43,3.63
27464,9.06,-1.01,4.76,3.67,-8.45,3.78
27499,9.14,-0.95,4.84,3.81,-8.43,3.82
27539,9.18,-0.95,4.46,3.77,-8.48,3.55
27574,9.08,-0.92,4.58,3.74,-8.49,3.79
27609,9.05,-1.01,4.79,3.77,-8.57,3.77
27644,9.06,-0.95,4.65,3.45,-8.50,4.04
27684,9.10,-0.96,4.72,3.72,-8.47,3.63
27719,9.11,-1.02,4.36,3.79,-8.50,3.80
27754,9.18,-1.01,4.69,3.67,-8.44,3.56
27793,9.14,-1.04,4.76,3.64,-8.50,3.53
27829,9.16,-0.95,4.56,3.71,-8.51,3.57
27864,9.22,-1.09,4.63,3.83,-8.51,3.77
27899,9.11,-1.10,4.83,3.65,-8.44,3.77
27939,9.11,-0.97,4.67,3.61,-8.57,3.82
27974,9.20,-1.03,4.91,3.55,-8.46,3.80
28009,9.17,-0.98,4.65,3.68,-8.46,3.98
28044,9.19,-0.97,4.82,3.59,-8.55,3.90
28084,9.13,-0.92,4.71,3.66,-8.47,3.92
28120,9.23,-1.00,4.88,3.60,-8.52,3.65
28154,9.27,-1.01,4.67,3.75,-8.39,3.66
28193,9.12,-0.97,4.87,3.57,-8.42,3.79
28229,9.11,-1.01,4.77,3.73,-8.42,3.53
28264,9.16,-0.91,4.55,3.60,-8.44,3.62
28299,9.04,-1.06,4.51,3.67,-8.43,3.84
28339,9.11,-1.05,4.50,3.64,-8.54,3.66
28375,9.11,-1.00,4.68,3.69,-8.57,3.82
28409,9.09,-0.95,4.66,3.60,-8.43,3.42
28444,9.05,-0.95,4.92,3.58,-8.47,3.80
28484,9.11,-1.00,4.69,3.64,-8.52,3.72
28519,9.13,-0.95,4.46,3.71,-8.44,3.72
28554,9.18,-1.02,4.53,3.61,-8.42,3.63
28594,9.16,-0.95,4.84,3.77,-8.51,3.99
28630,9.19,-1.01,4.78,3.58,-8.49,3.87
28664,9.18,-0.98,4.51,3.64,-8.48,3.77
28699,9.17,-0.97,4.65,3.51,-8.51,3.66
28739,9.01,-1.08,4.74,3.60,-8.45,3.90
28774,9.16,-1.08,4.79,3.76,-8.49,3.30
28809,9.13,-0.98,4.76,3.67,-8.50,3.88
28849,9.15,-1.01,4.59,3.76,-8.46,3.98
28884,9.12,-1.00,4.61,3.70,-8.47,3.60
28920,9.12,-0.95,4.77,3.68,-8.49,3.88
28954,9.20,-1.04,4.81,3.77,-8.50,3.71
28994,9.16,-0.95,4.65,3.66,-8.42,3.66
29029,9.10,-1.01,4.58,3.62,-8.47,3.64
29064,9.10,-0.99,4.76,3.78,-8.56,3.73
29104,8.97,-0.95,4.52,3.66,-8.44,3.72
29139,9.15,-0.98,4.57,3.78,-8.49,3.92
29174,9.16,-1.01,4.68,3.65,-8.50,3.71
29209,9.06,-0.98,4.74,3.61,-8.48,3.74
29249,9.07,-1.05,4.86,3.66,-8.47,4.04
29284,9.29,-0.94,4.74,3.73,-8.46,3.61
29320,9.19,-0.94,4.60,3.76,-8.49,3.63
29359,9.12,-1.04,4.86,3.65,-8.58,3.75
29394,9.20,-0.98,4.84,3.75,-8.47,3.54
29429,9.13,-0.92,4.54,3.73,-8.43,3.71
29464,9.04,-0.94,4.69,3.81,-8.59,3.53
29504,9.28,-0.93,4.88,3.75,-8.46,3.87
29539,9.13,-0.98,4.79,3.80,-8.47,3.49
29574,9.04,-0.98,4.43,3.58,-8.38,3.61
29609,9.11,-1.06,4.60,3.69,-8.44,3.83
29649,9.20,-0.98,4.97,3.65,-8.53,3.97
29684,9.08,-0.96,4.66,3.79,-8.45,3.72
29719,9.03,-1.01,4.83,3.57,-8.50,3.73
29759,9.15,-1.06,4.82,3.64,-8.50,3.61
29794,9.07,-1.02,4.55,3.57,-8.49,3.74
29829,9.07,-0.91,4.75,3.67,-8.40,3.64
29864,9.00,-1.00,4.84,3.78,-8.41,3.77
29904,9.30,-0.98,4.35,3.55,-8.46,3.68
29939,9.16,-1.06,4.66,3.69,-8.56,3.65
29974,9.16,-0.99,4.68,3.84,-8.60,3.56
30014,9.21,-0.90,4.66,3.61,-8.45,3.84
30049,9.06,-1.05,4.65,3.71,-8.48,3.83
30084,9.10,-1.04,4.66,3.66,-8.48,3.82
30119,9.20,-1.03,4.57,3.63,-8.45,3.75
30159,9.18,-1.05,4.80,3.72,-8.57,3.71
30194,9.18,-0.97,4.60,3.58,-8.57,3.74
30229,9.17,-0.87,4.84,3.77,-8.44,3.70
30269,9.21,-0.97,4.53,3.69,-8.45,3.75
30304,9.12,-1.03,4.70,3.63,-8.49,3.54
30339,9.12,-0.95,4.55,3.62,-8.43,3.72
30374,9.09,-0.92,4.69,3.52,-8.49,3.83
30414,9.08,-0.94,4.61,3.72,-8.41,3.77
30449,9.15,-0.97,4.76,3.66,-8.51,3.94
30484,9.21,-0.93,4.60,3.76,-8.50,3.65
30524,9.10,-1.00,4.54,3.73,-8.52,3.83
30559,9.22,-1.01,4.90,3.70,-8.54,4.05
30594,9.20,-0.96,4.47,3.81,-8.53,3.83
30629,9.04,-0.93,4.64,3.70,-8.45,3.41
30669,9.13,-0.95,4.42,3.66,-8.43,4.09
30704,9.21,-0.96,4.78,3.69,-8.57,4.13
30739,9.11,-0.98,4.63,3.76,-8.60,3.59
30774,9.19,-0.89,4.67,3.69,-8.57,3.61
30814,9.16,-0.97,4.70,3.67,-8.34,3.80
30850,9.12,-0.96,4.85,3.68,-8.41,3.80
30884,9.18,-0.99,4.59,3.65,-8.56,3.71
30924,9.19,-1.08,4.89,3.54,-8.48,3.83
30959,9.24,-1.01,4.64,3.61,-8.54,4.02
30994,9.13,-0.93,4.56,3.57,-8.57,3.85
31029,9.10,-0.88,4.68,3.59,-8.54,3.82
31069,9.09,-0.99,4.63,3.66,-8.49,3.72
31105,9.12,-0.97,4.69,3.89,-8.54,3.60
31139,9.14,-0.99,4.60,3.75,-8.48,3.68
31174,9.10,-0.99,4.79,3.71,-8.55,3.71
31214,9.11,-1.04,4.80,3.78,-8.44,3.73
31250,9.19,-1.06,4.88,3.86,-8.49,3.88
31284,9.20,-1.08,4.87,3.74,-8.55,3.92
31324,9.10,-1.03,4.55,3.73,-8.48,3.81
31360,9.12,-1.00,4.56,3.69,-8.45,3.75
31394,9.03,-0.98,4.49,3.61,-8.43,3.64
31429,9.22,-0.96,4.65,3.65,-8.46,3.60
31469,9.13,-1.04,4.79,3.62,-8.45,3.66
31504,9.21,-1.06,4.71,3.61,-8.47,3.55
31539,9.17,-0.96,4.46,3.72,-8.44,3.51
31579,9.19,-1.00,4.52,3.70,-8.41,3.76
31614,9.10,-0.99,4.37,3.56,-8.56,3.99
31650,9.03,-0.98,4.79,3.60,-8.47,3.65
31684,9.19,-1.05,4.71,3.63,-8.48,3.73
31724,9.15,-0.96,4.82,3.73,-8.48,3.78
31759,9.09,-1.09,4.66,3.66,-8.44,3.88
31794,9.09,-1.01,4.44,3.55,-8.57,3.64
31834,9.09,-1.00,4.71,3.50,-8.42,3.92
31869,9.11,-0.95,4.96,3.64,-8.56,3.72
31904,9.13,-0.94,4.94,3.69,-8.40,3.62
31939,9.15,-1.01,4.82,3.75,-8.51,3.48
31979,9.17,-0.94,4.83,3.80,-8.46,3.67
32014,9.08,-0.93,4.47,3.69,-8.47,3.82
32049,9.21,-0.90,4.72,3.65,-8.58,3.65
32084,9.06,-0.96,4.78,3.74,-8.57,3.99
32124,9.15,-0.93,4.70,3.74,-8.47,3.64
32159,9.18,-1.02,4.82,3.52,-8.57,3.70
32194,9.12,-0.89,4.56,3.68,-8.51,3.99
32234,9.10,-0.96,4.77,3.79,-8.50,3.89
32269,9.10,-1.00,4.78,3.68,-8.57,3.84
32304,9.16,-0.96,4.57,3.64,-8.48,3.85
32339,9.20,-0.93,4.66,3.59,-8.52,3.96
32379,9.02,-1.01,4.85,3.80,-8.46,3.90
