millis,x_1,y_1,z_1,x_2,y_2,z_2
32414,9.18,-1.04,4.78,3.60,-8.45,3.33
32449,9.11,-0.96,4.68,3.70,-8.50,4.14
32489,9.06,-0.90,4.58,3.60,-8.45,3.76
32524,9.08,-0.93,4.70,3.54,-8.40,3.59
32559,9.12,-0.95,4.74,3.63,-8.49,3.82
32594,9.11,-1.00,4.89,3.61,-8.44,3.54
32634,9.27,-0.95,4.80,3.72,-8.54,3.33
32669,9.17,-1.03,4.85,3.71,-8.52,3.51
32704,9.07,-0.92,4.68,3.72,-8.48,3.70
32744,9.23,-1.05,4.56,3.69,-8.47,3.87
32779,9.17,-0.96,4.59,3.71,-8.41,3.72
32814,9.19,-0.98,4.70,3.74,-8.50,3.90
32849,9.09,-0.89,4.72,3.68,-8.41,3.59
32889,9.25,-0.91,4.66,3.76,-8.49,3.93
32924,9.08,-0.95,4.56,3.73,-8.45,3.63
32959,9.16,-0.91,4.68,3.72,-8.57,3.79
32999,9.13,-1.03,4.93,3.77,-8.44,4.02
33034,9.17,-1.03,4.82,3.68,-8.42,3.69
33069,9.07,-1.06,4.90,3.70,-8.44,3.65
33104,9.03,-1.01,4.70,3.65,-8.53,3.85
33144,9.08,-1.04,4.89,3.64,-8.51,3.83
33179,9.12,-1.02,4.66,3.61,-8.47,3.97
33214,9.10,-1.05,4.74,3.72,-8.60,3.84
33254,9.19,-0.99,4.69,3.65,-8.49,3.95
33289,9.29,-1.00,4.68,3.70,-8.52,3.78
33324,9.09,-0.99,4.73,3.61,-8.43,3.86
33359,9.14,-0.91,4.62,3.51,-8.47,3.65
33399,9.11,-0.89,4.47,3.62,-8.46,3.74
33434,9.08,-0.86,4.52,3.68,-8.56,3.82
33469,9.07,-0.94,4.76,3.74,-8.51,3.50
33504,9.15,-1.05,4.60,3.73,-8.44,3.66
33544,9.08,-1.01,4.59,3.68,-8.55,4.02
33580,9.25,-1.00,4.70,3.77,-8.56,3.81
33614,9.22,-0.96,4.78,3.68,-8.44,3.44
33654,9.12,-1.02,4.67,3.62,-8.55,3.75
33689,9.06,-0.99,5.06,3.66,-8.47,3.69
33724,9.22,-0.99,4.75,3.71,-8.49,3.80
33759,9.05,-0.95,4.46,3.75,-8.60,3.52
33799,9.25,-0.86,4.96,3.77,-8.45,3.72
33835,9.16,-1.00,4.81,3.73,-8.41,3.52
33869,9.12,-1.00,4.37,3.74,-8.63,3.62
33904,9.13,-1.04,4.75,3.59,-8.50,3.67
33944,9.21,-1.05,4.49,3.61,-8.45,3.70
33980,9.19,-0.90,4.57,3.73,-8.47,3.71
34014,9.11,-1.05,4.82,3.53,-8.46,3.53
34054,9.18,-0.98,4.82,3.74,-8.55,3.84
34089,9.19,-0.98,4.67,3.80,-8.46,3.88
34124,9.15,-0.92,4.91,3.68,-8.42,3.81
34159,9.00,-1.06,4.58,3.60,-8.52,3.70
34199,9.22,-1.00,4.90,3.72,-8.53,3.80
34234,9.20,-1.02,4.72,3.65,-8.39,3.45
34269,9.03,-0.92,4.51,3.64,-8.46,3.85
34309,9.05,-1.06,4.47,3.68,-8.46,3.63
34344,9.12,-0.96,4.74,3.69,-8.53,3.51
34379,9.00,-0.99,4.82,3.68,-8.52,3.99
34414,9.17,-0.94,4.74,3.58,-8.50,3.57
34454,9.09,-0.95,4.70,3.78,-8.50,4.13
34489,9.05,-0.99,4.55,3.75,-8.53,3.95
34524,9.23,-0.98,4.50,3.60,-8.44,3.93
34564,9.17,-0.92,4.51,3.80,-8.45,3.63
34599,9.14,-0.87,4.86,3.57,-8.46,3.64
34634,9.16,-0.97,4.65,3.78,-8.53,3.73
34669,9.06,-1.01,4.52,3.73,-8.58,3.77
34709,9.07,-0.90,4.74,3.69,-8.51,3.70
34744,9.12,-0.97,4.66,3.55,-8.42,3.61
34779,9.10,-0.98,4.63,3.75,-8.43,3.51
34814,9.20,-0.93,4.59,3.72,-8.53,3.75
34854,9.03,-1.00,4.72,3.77,-8.46,3.89
34889,9.27,-0.87,4.66,3.79,-8.49,3.74
34924,9.21,-0.95,4.70,3.80,-8.48,3.71
34964,9.09,-1.00,4.67,3.71,-8.55,4.04
34999,9.22,-0.98,4.86,3.46,-8.48,3.78
35034,9.18,-0.99,4.79,3.83,-8.53,4.11
35069,9.29,-1.05,4.86,3.52,-8.60,3.77
35109,9.17,-0.98,4.44,3.74,-8.51,3.81
35144,9.02,-0.96,4.98,3.70,-8.56,3.97
35179,9.16,-0.91,4.64,3.68,-8.46,3.44
35219,9.19,-0.92,4.77,3.51,-8.52,3.97
35254,9.05,-1.02,4.51,3.78,-8.53,3.69
35289,9.07,-0.95,4.43,3.73,-8.53,3.55
35324,9.19,-1.03,4.55,3.59,-8.54,3.74
35364,9.16,-1.09,4.77,3.86,-8.52,3.67
35399,9.10,-1.05,4.73,3.62,-8.47,3.60
35434,9.20,-0.92,4.76,3.59,-8.45,3.51
35474,9.10,-0.95,4.92,3.68,-8.53,3.89
35509,9.10,-0.94,4.59,3.79,-8.40,3.79
35544,9.07,-1.01,4.63,3.80,-8.45,3.65
35579,9.11,-0.94,4.70,3.56,-8.42,3.81
35619,9.20,-0.98,4.77,3.65,-8.50,3.95
35654,9.08,-1.02,4.74,3.70,-8.51,3.65
35689,9.12,-0.85,4.82,3.64,-8.61,3.76
35729,9.17,-0.98,4.57,3.73,-8.46,3.90
35764,9.02,-0.88,4.75,3.56,-8.47,3.99
35799,9.06,-0.94,4.78,3.57,-8.50,3.56
35834,9.04,-0.96,4.87,3.72,-8.52,3.77
35874,9.16,-1.00,4.80,3.69,-8.57,3.74
35909,9.17,-0.98,4.58,3.86,-8.51,3.61
35944,9.15,-1.02,4.57,3.85,-8.48,3.65
35984,9.10,-0.96,4.72,3.62,-8.57,3.75
36019,9.25,-0.94,4.83,3.74,-8.48,3.44
36055,9.12,-0.90,4.76,3.75,-8.49,3.94
36089,9.05,-1.08,4.70,3.72,-8.55,3.55
36129,9.20,-0.93,4.79,3.67,-8.56,3.92
36164,9.17,-1.05,4.78,3.73,-8.47,3.79
36199,9.20,-0.97,4.55,3.63,-8.59,3.79
36234,9.07,-0.93,4.74,3.72,-8.51,3.44
36274,9.10,-1.11,4.69,3.54,-8.48,3.83
36310,9.14,-0.95,4.82,3.74,-8.54,3.88
36344,9.10,-0.94,4.76,3.64,-8.47,3.85
36384,9.26,-1.00,4.65,3.80,-8.43,4.08
36419,9.07,-1.05,4.74,3.69,-8.50,3.71
36454,9.14,-0.96,4.64,3.72,-8.49,3.76
36489,9.26,-0.96,4.73,3.65,-8.60,3.92
36529,9.18,-0.99,4.83,3.71,-8.51,3.72
36564,9.07,-0.87,4.40,3.70,-8.44,3.48
36599,9.08,-0.97,4.59,3.65,-8.49,3.67
36634,9.07,-0.97,4.73,3.68,-8.57,3.77
36674,9.17,-0.94,4.65,3.62,-8.49,3.77
36709,9.22,-0.94,4.65,3.66,-8.46,3.51
36744,9.10,-1.03,4.72,3.63,-8.45,3.59
36784,9.13,-0.93,4.51,3.74,-8.36,3.76
36819,9.13,-0.91,4.60,3.80,-8.54,3.76
36854,9.22,-0.97,4.71,3.64,-8.51,3.73
36889,9.17,-0.90,4.84,3.62,-8.47,3.68
36929,9.13,-1.00,4.49,3.80,-8.62,3.61
36964,9.12,-1.01,4.75,3.62,-8.54,4.04
36999,9.14,-0.89,4.82,3.80,-8.40,4.24
37039,9.19,-0.95,4.69,3.44,-8.45,3.82
37074,9.12,-0.99,4.49,3.64,-8.53,3.55
37109,9.11,-0.97,4.73,3.72,-8.58,3.78
37144,9.17,-1.05,4.96,3.52,-8.47,3.71
37184,9.08,-1.08,4.54,3.80,-8.40,3.74
37219,9.16,-0.98,4.57,3.66,-8.53,3.80
37254,9.05,-0.96,4.62,3.78,-8.49,3.82
37289,9.12,-1.01,4.95,3.63,-8.47,3.79
37329,9.15,-1.00,4.88,3.61,-8.55,3.63
37364,9.18,-0.91,4.71,3.63,-8.57,3.73
37399,9.21,-1.07,4.83,3.72,-8.47,3.62
37439,9.17,-0.97,4.62,3.72,-8.51,3.44
37474,9.07,-0.95,4.64,3.60,-8.54,3.72
37509,9.00,-1.02,4.52,3.80,-8.57,3.68
37544,9.19,-0.88,4.70,3.53,-8.46,3.66
37584,9.11,-1.05,4.72,3.54,-8.53,3.72
37619,9.11,-0.98,4.70,3.57,-8.50,3.82
37654,9.10,-0.93,4.59,3.77,-8.52,3.97
37694,9.08,-0.97,4.88,3.56,-8.55,3.69
37729,9.04,-0.96,4.48,3.73,-8.44,3.77
37764,9.18,-0.99,4.54,3.80,-8.38,3.65
37799,9.19,-0.94,4.75,3.73,-8.47,3.67
37839,9.17,-1.06,4.66,3.57,-8.52,3.90
37874,9.14,-1.04,4.64,3.77,-8.48,3.60
37909,8.99,-1.02,4.78,3.67,-8.59,3.80
37949,8.98,-0.90,4.77,3.58,-8.54,3.91
37984,9.14,-0.97,4.53,3.74,-8.52,3.76
38019,9.08,-0.92,4.79,3.63,-8.45,3.96
38054,9.24,-0.98,4.93,3.65,-8.47,3.52
38094,9.14,-1.02,4.73,3.62,-8.54,3.83
38129,9.04,-0.96,4.64,3.69,-8.53,3.82
38164,9.10,-1.00,4.51,3.86,-8.48,3.68
38204,9.21,-0.91,4.94,3.64,-8.45,3.92
38239,9.20,-0.99,4.65,3.70,-8.53,4.05
38274,9.16,-0.92,4.47,3.60,-8.49,3.94
38309,9.10,-0.97,4.59,3.76,-8.45,3.79
38349,9.07,-1.00,4.63,3.69,-8.51,3.83
38384,9.20,-0.97,4.68,3.64,-8.48,3.51
38419,9.21,-1.05,4.59,3.63,-8.50,3.73
38459,9.16,-1.00,4.74,3.66,-8.46,3.59
38494,9.11,-1.00,4.60,3.73,-8.51,3.39
38529,9.13,-0.98,4.74,3.80,-8.52,3.68
38564,9.14,-1.00,4.91,3.77,-8.53,3.62
38604,9.07,-0.97,4.48,3.61,-8.50,3.75
38639,9.08,-0.93,4.84,3.57,-8.50,3.49
38674,9.18,-1.10,4.61,3.75,-8.45,3.71
38714,9.11,-0.91,4.47,3.73,-8.63,3.64
38749,8.71,-2.03,5.40,3.72,-8.73,3.53
38785,8.29,-0.99,3.97,3.62,-8.51,3.80
38819,7.94,-1.29,4.57,3.61,-8.44,4.00
38859,8.38,-0.92,4.45,3.69,-8.48,3.86
38894,9.66,-1.30,5.09,3.80,-8.56,3.52
38929,9.69,-1.28,5.54,3.69,-8.37,3.68
38964,8.98,-0.81,4.48,3.60,-8.43,3.39
39004,9.07,-1.06,4.67,3.80,-8.44,4.02
39040,9.24,-1.09,4.74,3.73,-8.55,4.02
39074,10.54,-1.18,4.84,3.59,-8.51,3.65
39114,12.97,-4.91,2.83,3.60,-8.49,3.56
39149,3.66,-0.96,6.74,3.57,-8.37,3.66
39184,9.09,-0.32,4.49,3.66,-8.66,3.77
39219,9.24,-2.28,4.82,3.41,-8.42,3.93
39259,6.90,-2.06,5.26,3.80,-8.67,4.00
39294,9.48,-1.02,3.95,3.83,-8.45,3.90
39329,10.91,-0.51,3.80,3.62,-8.50,3.69
39364,11.27,-0.87,4.74,3.78,-8.44,3.85
39404,11.94,-2.11,6.96,3.58,-8.20,3.51
39439,4.19,-0.40,3.71,4.00,-8.57,3.65
39474,9.03,-2.10,5.27,3.50,-8.39,3.64
39514,7.23,-1.61,4.20,3.71,-8.47,3.72
39549,8.00,-1.53,4.72,3.63,-8.42,3.67
39584,11.59,-1.82,4.14,3.69,-8.47,3.49
39619,13.35,-2.36,4.68,3.66,-8.60,3.82
39659,5.19,-2.78,5.71,3.69,-8.50,3.59
39694,8.83,-0.81,4.09,3.64,-8.41,3.70
39729,7.41,-1.98,4.61,3.62,-8.43,3.82
39764,9.36,-1.31,4.57,3.68,-8.51,4.01
39804,8.18,-2.96,4.78,3.59,-8.51,3.83
39839,12.84,-1.44,3.67,3.56,-8.46,3.87
39874,8.39,-1.79,4.58,3.79,-8.54,3.68
39914,8.77,-2.23,5.12,3.80,-8.48,3.74
39949,6.67,-1.30,4.45,3.60,-8.41,3.47
39984,8.13,-1.88,4.61,3.64,-8.42,3.99
40019,8.69,-1.84,4.68,3.76,-8.51,3.90
40059,9.22,-2.43,4.78,3.63,-8.41,3.35
40094,9.02,-1.85,4.73,3.65,-8.39,4.12
40129,11.34,-2.20,4.03,3.65,-8.43,3.79
40169,13.28,-1.90,5.03,3.72,-8.51,3.61
40204,4.27,-2.47,5.72,3.58,-8.53,4.02
40239,8.24,0.00,3.17,3.59,-8.52,3.48
40274,7.39,-1.98,4.22,3.64,-8.48,3.72
40314,9.62,-2.24,4.41,3.66,-8.50,3.65
40349,9.92,-2.58,4.02,3.60,-8.44,3.80
40384,10.44,-1.88,4.69,3.57,-8.42,3.78
40424,8.76,-2.20,4.59,3.78,-8.53,3.70
40459,8.12,-2.06,4.78,3.62,-8.43,3.58
40494,8.10,-1.71,4.51,3.76,-8.41,3.71
40529,8.57,-1.52,4.26,3.50,-8.48,3.87
40569,7.74,-1.63,4.33,3.78,-8.44,3.74
40604,9.39,-2.12,4.52,3.53,-8.57,3.60
40639,12.28,-2.21,3.90,3.77,-8.50,3.54
40679,14.89,-3.95,4.36,3.49,-8.50,4.00
40714,3.12,-2.34,6.75,3.62,-8.42,3.69
40749,7.62,0.88,2.15,3.77,-8.47,3.81
40784,6.90,-1.99,4.00,3.54,-8.44,3.87
40824,8.89,-3.41,3.34,3.54,-8.48,3.73
40859,9.99,-1.26,5.28,3.77,-8.56,3.51
40894,9.59,-2.12,4.62,3.69,-8.52,4.09
40934,12.45,-2.90,3.25,3.78,-8.47,3.49
40969,7.81,-2.81,6.14,3.65,-8.50,3.87
41004,6.62,-1.04,4.85,3.74,-8.50,3.55
41039,8.21,-2.17,4.74,3.68,-8.52,3.74
41079,8.43,-2.37,5.10,3.93,-8.45,3.74
41114,9.49,-1.78,4.92,3.62,-8.50,3.73
41149,6.98,-2.46,4.95,3.61,-8.46,3.61
41189,13.91,-1.68,3.85,3.58,-8.52,3.90
41224,12.29,-1.94,3.79,3.67,-8.47,3.68
41260,5.92,-3.64,6.84,3.82,-8.49,3.58
41294,8.23,-1.08,5.09,3.71,-8.54,3.59
41334,7.66,-1.37,4.81,3.81,-8.46,3.76
41369,7.39,-1.43,5.16,3.63,-8.56,3.79
41404,9.15,-2.49,5.20,3.57,-8.53,3.95
41444,10.60,-1.44,4.76,3.68,-8.45,3.81
41479,15.60,-2.48,3.30,3.66,-8.47,3.83
41515,5.48,-4.45,7.11,3.78,-8.57,3.35
41549,3.00,1.71,4.99,3.51,-8.57,3.75
41589,9.40,-3.65,5.31,3.86,-8.55,3.96
41624,8.53,-1.76,4.97,3.72,-8.61,3.78
41659,10.61,-2.25,5.56,3.68,-8.58,3.69
41694,8.99,-1.75,4.58,3.75,-8.53,3.84
41734,10.67,-1.79,4.68,3.69,-8.43,3.56
41769,15.02,-3.28,6.71,3.64,-8.54,3.89
41804,0.27,-2.04,7.28,3.63,-8.49,3.83
41844,8.17,3.36,3.79,3.82,-8.59,3.79
41879,8.43,-5.54,5.33,3.45,-8.20,3.90
41914,10.32,-2.48,4.93,3.65,-8.76,3.83
41949,7.92,-2.16,5.00,3.75,-8.30,3.53
41989,7.04,-2.40,4.70,3.71,-8.43,3.47
42024,19.06,-5.38,0.27,3.55,-8.37,3.47
42059,5.44,-2.72,8.61,3.14,-8.88,3.31
42094,-0.30,-0.92,3.33,3.08,-8.66,3.77
42134,10.68,-0.58,4.63,3.63,-8.66,3.81
42169,4.76,-2.22,4.82,3.88,-8.52,3.84
42204,11.54,-4.03,4.03,3.78,-8.38,3.36
42244,11.91,-3.04,4.98,3.59,-8.72,3.74
42279,5.91,-1.90,5.02,3.61,-8.60,3.57
42314,13.56,-4.47,2.88,3.53,-8.62,3.67
42349,10.47,-1.87,6.87,3.37,-8.79,4.10
42389,1.09,-2.01,4.60,3.67,-8.39,3.85
42424,9.58,-1.31,4.59,3.98,-8.69,3.74
42459,7.14,-2.37,5.29,3.57,-8.53,3.50
42496,10.40,-3.42,4.47,3.65,-8.65,3.62
42534,10.01,-3.03,4.80,3.69,-8.67,3.85
42569,9.82,-1.68,3.25,3.68,-8.46,3.86
42604,12.93,-4.63,5.57,3.73,-8.60,3.45
42644,4.22,-2.17,5.43,3.43,-8.45,3.98
42679,7.95,-0.69,3.86,3.72,-8.48,3.70
42714,7.79,-1.97,4.24,3.51,-8.47,3.66
42749,6.96,-2.16,4.38,3.55,-8.53,3.86
42789,9.28,-3.36,5.11,3.59,-8.44,3.96
42824,17.95,-2.54,2.17,3.75,-8.56,3.76
42859,9.45,-3.83,8.33,3.78,-8.88,3.65
42899,-2.88,-2.33,4.54,3.50,-8.72,3.76
42934,13.14,-2.49,4.93,3.77,-8.62,4.08
42969,6.84,-2.14,4.84,3.68,-8.17,4.00
43004,7.77,-2.74,4.40,3.65,-8.73,3.74
43044,14.52,-4.18,5.33,3.54,-8.53,3.85
43079,7.53,-2.40,6.07,3.63,-8.41,3.48
43114,5.21,-2.79,5.23,3.81,-8.43,3.73
43154,10.78,-2.90,3.86,3.75,-8.62,3.87
43189,7.96,-3.13,5.03,3.67,-8.49,3.65
43224,6.21,-2.23,4.97,3.68,-8.47,3.58
43259,7.38,-2.17,4.55,3.73,-8.50,3.76
43299,8.71,-2.17,5.58,3.60,-8.49,3.96
43334,10.29,-4.26,4.20,3.62,-8.47,3.78
43369,11.89,-2.79,5.12,3.64,-8.57,3.71
43409,9.88,-2.33,5.48,3.80,-8.56,3.69
43444,8.86,-3.53,7.19,3.83,-8.58,3.83
43479,4.16,-2.80,4.99,3.88,-8.35,3.77
43514,8.67,-1.49,4.33,3.70,-8.39,3.53
43554,6.76,-2.63,5.39,3.76,-8.52,3.79
43589,7.17,-2.66,5.34,3.53,-8.42,3.87
43624,11.42,-3.57,4.40,3.86,-8.38,3.80
43664,18.95,-3.75,2.72,3.66,-8.45,3.86
43699,6.22,-4.47,7.83,3.30,-8.45,3.65
43735,-0.69,-2.96,5.48,3.50,-8.72,4.05
43769,11.42,-1.40,4.37,3.67,-8.67,3.85
43809,6.44,-3.05,5.33,3.64,-8.41,3.64
43844,10.12,-3.08,4.86,3.49,-8.44,3.61
43879,9.57,-3.15,4.76,3.71,-8.56,3.81
43919,11.84,-3.31,3.00,3.63,-8.47,3.90
43954,16.31,-6.29,5.50,3.65,-8.48,3.70
43990,-2.34,0.10,10.21,3.71,-8.88,4.17
44024,5.65,-3.25,3.92,3.57,-8.25,3.58
44064,9.38,-2.28,4.54,3.80,-8.45,3.89
44099,7.35,-4.16,4.37,3.36,-8.36,3.74
44134,14.44,-2.54,4.93,3.75,-8.48,3.72
44174,10.52,-4.11,2.52,3.71,-8.52,3.66
44209,13.20,-4.92,6.68,3.82,-8.05,3.88
44244,0.21,-1.82,5.96,3.85,-8.15,3.62
44279,6.10,-0.33,5.02,3.96,-8.84,4.01
44319,6.77,-4.63,5.40,3.43,-8.39,3.97
44354,10.64,-2.62,3.86,3.68,-8.70,4.49
44389,15.70,-4.12,4.83,3.68,-8.45,3.78
44424,9.78,-4.31,4.49,3.77,-8.50,3.93
44464,4.59,-1.43,5.37,3.57,-8.45,3.57
44499,6.59,-2.37,4.62,3.74,-8.55,3.77
44534,4.77,-2.16,4.86,3.70,-8.44,3.78
44574,8.50,-3.51,3.88,3.61,-8.67,3.80
44609,17.55,-5.22,1.92,3.50,-8.35,3.48
44644,14.69,-5.48,8.40,4.32,-8.99,3.83
44679,-3.38,1.13,9.23,3.81,-8.48,3.74
44719,12.84,-0.33,1.99,3.83,-8.65,3.64
44754,2.94,-1.41,4.47,3.87,-8.29,3.75
44789,10.99,-5.00,5.08,3.74,-8.61,3.74
44825,11.42,-4.99,3.91,3.55,-8.39,3.75
44864,8.34,-4.26,4.09,3.96,-8.42,3.90
44899,13.93,-2.30,2.94,3.74,-8.32,3.80
44934,11.38,-6.05,7.77,3.77,-8.40,3.69
44974,0.83,0.04,3.49,3.92,-8.50,3.75
45009,9.46,-2.48,3.60,3.51,-8.51,3.68
45044,4.33,-0.67,4.76,3.60,-8.25,3.55
45179,9.81,-3.03,5.22,3.80,-8.38,3.90
45289,4.00,0.79,4.31,3.74,-8.47,3.88
45314,1.64,-1.55,6.20,3.63,-8.49,3.71
45329,3.84,-2.44,6.68,3.84,-8.10,3.32
45364,14.94,-5.17,2.67,3.99,-8.38,3.95
45404,17.95,-2.95,5.02,3.78,-8.54,3.61
45440,4.03,-3.55,4.58,3.58,-8.50,3.66
45474,15.32,-4.98,5.93,3.49,-8.79,3.95
45509,-1.70,-0.03,5.53,4.09,-8.24,3.90
45549,8.02,-0.69,5.13,3.88,-8.65,3.79
45584,4.10,-2.40,5.67,3.64,-8.38,3.53
45619,14.65,-6.85,5.27,3.64,-8.63,3.93
45659,20.01,-2.32,4.46,3.60,-8.43,3.43
45694,-1.68,-3.71,6.70,3.78,-8.52,3.93
45729,11.42,-1.48,5.00,3.99,-8.71,3.90
45764,3.46,-2.16,5.34,3.76,-8.26,3.59
45804,10.86,-4.73,3.76,3.67,-8.57,3.71
45839,16.03,-4.64,2.98,3.58,-8.41,3.56
45874,10.51,-4.33,6.16,3.52,-8.36,4.31
45910,7.02,-3.50,5.76,3.84,-8.38,3.93
45949,4.94,-1.10,3.68,3.73,-8.42,3.84
45984,6.25,-0.89,4.24,3.67,-8.45,3.93
46019,6.88,-3.74,4.65,3.54,-8.52,3.74
46059,9.38,-2.55,5.35,3.58,-8.39,3.70
46094,9.48,-4.18,4.79,3.58,-8.55,3.63
46129,11.72,-3.48,3.50,3.70,-8.58,3.74
46164,15.09,-4.31,6.02,3.70,-8.47,4.10
46204,3.04,-3.20,5.83,3.75,-8.40,3.85
46239,6.56,-0.59,4.43,4.03,-8.62,4.02
46274,5.43,-1.27,5.07,3.72,-8.32,3.70
46309,9.37,-5.03,3.00,3.64,-8.66,3.79
46349,9.95,-3.09,4.84,3.76,-8.37,3.36
46384,11.09,-2.14,4.82,3.76,-8.48,3.59
46419,12.55,-4.50,3.52,3.68,-8.48,3.53
46459,10.80,-6.23,7.12,3.74,-8.55,3.92
46494,2.29,-0.15,4.48,3.46,-8.25,3.82
46529,7.67,-0.05,4.03,3.75,-8.64,3.73
46564,2.59,-1.78,7.19,3.67,-8.32,3.40
46604,9.83,-3.75,4.87,3.44,-8.32,3.48
46639,14.83,-3.30,5.33,3.84,-8.58,3.82
46674,11.50,-1.87,5.09,3.70,-8.50,3.66
46709,5.90,-2.79,6.67,3.66,-8.55,3.75
46749,6.12,-2.88,6.11,3.62,-8.46,3.89
46785,7.61,-1.70,5.23,3.76,-8.56,4.19
46819,5.47,-2.08,5.30,3.81,-8.48,3.66
46859,6.60,-3.55,6.76,3.69,-8.51,3.70
46894,9.98,-2.12,5.10,3.81,-8.57,3.87
46929,13.58,-2.01,3.16,3.80,-8.60,4.02
46964,9.96,-0.14,5.14,3.62,-8.38,3.67
47004,16.27,-2.09,3.12,3.63,-8.38,3.80
47039,6.06,-5.65,9.05,3.87,-8.52,3.75
47074,-0.94,1.10,4.55,3.55,-8.31,3.74
47114,10.99,-4.48,5.33,3.82,-8.58,4.02
47149,6.13,-3.27,4.82,3.60,-8.41,3.77
47184,11.12,-3.21,4.72,3.76,-8.51,3.93
47219,10.04,-1.91,4.48,3.84,-8.54,4.01
47259,13.85,-4.65,3.72,3.60,-8.37,3.74
47294,9.75,-3.08,7.35,4.02,-9.22,4.00
47329,-2.79,-0.77,6.62,3.76,-8.20,3.95
47369,9.90,-2.13,5.72,3.70,-8.83,3.75
47405,5.50,-3.77,5.91,3.60,-8.43,3.93
47439,15.57,-4.98,4.08,3.67,-8.47,3.48
47474,7.14,-3.15,4.81,3.66,-8.56,3.67
47514,6.75,-2.67,4.88,3.74,-8.43,3.90
47549,13.68,-5.83,2.06,3.58,-8.42,3.63
47584,9.81,-4.15,8.31,3.67,-8.67,3.88
47624,-0.29,0.12,4.58,3.52,-8.50,3.67
47660,10.13,-2.81,4.81,3.61,-8.77,3.95
47694,6.25,-2.52,5.42,3.62,-8.18,3.80
47729,11.59,-4.71,2.52,3.89,-8.56,3.78
47769,15.35,-4.38,4.82,3.84,-8.66,3.96
47804,5.16,-3.14,4.82,3.59,-8.47,3.82
47839,15.80,-6.85,5.78,3.33,-7.88,3.67
47879,1.77,-0.56,4.69,3.76,-8.29,3.46
47915,7.36,-0.78,4.48,3.52,-8.54,3.66
47949,5.65,-3.28,5.01,3.74,-8.24,3.67
47984,10.63,-4.80,3.86,3.82,-8.50,3.82
48024,17.67,-3.88,4.15,3.69,-8.37,3.63
48059,6.70,-4.38,5.94,3.64,-8.40,3.45
48094,5.08,-2.82,5.49,3.53,-8.32,3.68
48134,6.35,-1.31,4.17,3.65,-8.60,3.82
48169,6.00,-2.40,5.14,3.75,-8.36,3.60
48204,10.23,-4.35,3.62,3.60,-8.47,3.76
48239,15.89,-5.59,3.51,3.62,-8.60,4.06
48279,10.63,-4.78,7.21,4.34,-9.18,4.34
48314,1.04,-2.86,5.61,3.58,-8.37,3.56
48349,10.16,-1.48,3.80,3.71,-8.52,4.24
48389,4.61,-1.21,4.09,3.82,-8.50,3.70
48424,8.31,-2.80,4.59,3.63,-8.46,3.66
48459,10.63,-5.39,3.57,3.61,-8.41,3.43
48494,19.45,-5.02,4.45,3.71,-8.65,3.62
48534,7.64,-5.66,6.61,3.62,-8.48,3.74
48569,1.79,0.52,3.45,3.67,-8.52,3.79
48604,6.63,0.31,3.13,3.46,-8.70,3.94
48640,5.38,-3.11,5.91,3.73,-8.48,3.54
48679,11.72,-6.34,4.31,3.60,-8.59,3.95
48714,13.77,-3.41,5.36,3.52,-8.44,3.86
48749,4.82,-2.34,4.07,3.61,-8.49,3.71
48789,19.86,-11.76,4.87,3.78,-8.64,3.71
48824,-2.03,2.97,9.06,3.36,-8.41,3.62
48859,-0.40,-4.21,-1.22,3.27,-8.70,3.79
48894,9.78,-0.06,3.00,3.51,-8.35,3.70
48934,12.38,-4.49,7.26,4.02,-8.49,3.98
48969,18.39,-6.36,7.47,4.38,-9.28,4.27
49004,-3.76,-4.82,3.44,2.93,-7.90,3.30
49039,11.38,-0.27,6.51,3.70,-8.20,3.73
49079,8.78,-5.63,5.50,3.71,-8.29,3.96
49114,3.84,-2.83,4.30,3.68,-8.82,3.86
49149,10.64,-2.05,5.64,3.59,-8.42,3.44
49189,12.18,-4.11,5.26,3.87,-8.39,3.82
49224,10.09,-3.25,6.29,3.93,-8.49,4.07
49259,5.80,-1.97,6.43,3.73,-8.71,4.02
49294,3.13,-1.96,5.39,3.76,-8.37,3.79
49334,6.88,-2.51,4.69,3.66,-8.49,3.80
49369,7.71,-3.06,4.68,3.67,-8.42,3.80
49404,13.70,-5.38,4.55,3.78,-8.45,3.62
49439,14.68,-4.77,7.28,4.10,-9.07,4.29
49479,-2.90,0.25,7.87,4.20,-8.52,4.16
49514,5.83,-4.72,5.73,3.93,-7.87,3.47
49549,7.90,-1.40,5.96,4.00,-8.68,3.90
49589,6.21,-5.06,4.68,3.39,-8.45,3.78
49624,17.30,-3.48,5.56,3.97,-8.45,3.81
49659,3.84,-3.46,6.05,3.86,-8.37,3.90
49694,3.07,-2.34,5.71,3.79,-8.48,4.06
49734,12.54,-5.22,5.94,3.79,-8.44,3.79
49769,5.51,-1.49,2.72,3.61,-8.58,3.80
49804,11.92,-1.35,6.51,3.63,-8.37,3.57
49844,7.83,-2.62,6.02,3.75,-8.54,3.92
49880,8.86,-0.78,3.56,3.58,-8.54,4.07
49914,8.98,-2.99,6.39,3.61,-8.56,4.14
49949,8.63,-1.11,3.95,3.74,-8.45,3.70
49989,8.72,-2.50,5.97,3.65,-8.47,3.66
50024,8.77,-1.64,4.47,3.88,-8.57,3.66
